gene_id	TCGA-E2-A15K-06A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
CAP2|10486	730.549	CAP2|10486	283.1006
CAPG|822	2507.5783	CAPG|822	3401.5407
CAPN10|11132	194.2775	CAPN10|11132	361.6514
lowly_expressed	lowly_expressed	CAPN11|11131	155.0313
CAPN12|147968	135.58100000000002	CAPN12|147968	146.442
CAPN13|92291	885.8201	CAPN13|92291	100.6259
CAPN1|823	5004.7154	CAPN1|823	5481.4636
CAPN2|824	7439.8787	CAPN2|824	5787.6745
CAPN3|825	61.9771	CAPN3|825	142.0318
CAPN5|726	18.8616	CAPN5|726	414.5402
lowly_expressed	lowly_expressed	CAPN6|827	156.9571
CAPN7|23473	863.2536	CAPN7|23473	480.9822
CAPN8|388743	1717.0765	CAPN8|388743	99.663
CAPN9|10753	1039.0704	CAPN9|10753	17.8142
CAPNS1|826	8313.9104	CAPNS1|826	13445.3539
CAPRIN1|4076	6240.485	CAPRIN1|4076	3866.6346
CAPRIN2|65981	208.4877	CAPRIN2|65981	207.5108
CAPS2|84698	63.321000000000005	CAPS2|84698	23.5917
CAPS|828	204.4459	CAPS|828	452.0944
CAPZA1|829	3394.7457	CAPZA1|829	2072.2195
CAPZA2|830	1254.968	CAPZA2|830	1908.5219
lowly_expressed	lowly_expressed	CAPZA3|93661	10.1107
CAPZB|832	4957.5615	CAPZB|832	6071.2566
CARD10|29775	699.8989999999999	CARD10|29775	1478.2667
CARD11|84433	33.3446	CARD11|84433	141.5503
CARD14|79092	411.2496	CARD14|79092	124.6991
CARD16|114769	41.7649	CARD16|114769	358.6904
CARD6|84674	41.4281	CARD6|84674	459.7978
CARD8|22900	515.325	CARD8|22900	1030.8137
CARD9|64170	51.1957	CARD9|64170	182.4747
CARHSP1|23589	1777.1438	CARHSP1|23589	3568.2138
CARKD|55739	1227.6861	CARKD|55739	1307.1738
CARM1|10498	908.7235	CARM1|10498	1325.4694
CARNS1|57571	98.3496	CARNS1|57571	61.6273
CARS2|79587	656.2277	CARS2|79587	942.1858
CARS|833	768.6089999999999	CARS|833	1151.1796
CASC1|55259	109.4645	CASC1|55259	16.3698
CASC2|255082	80.4985	CASC2|255082	48.6278
CASC3|22794	2951.4988	CASC3|22794	2722.1955
CASC4|113201	3534.5234	CASC4|113201	1849.7833
CASC5|57082	235.7696	CASC5|57082	6.2589999999999995
CASD1|64921	1793.87	CASD1|64921	438.1319
CASKIN1|57524	125.4732	CASKIN1|57524	6.2398
CASKIN2|57513	715.5002	CASKIN2|57513	2214.1935
CASK|8573	1438.8683	CASK|8573	775.1565
CASP10|843	299.7642	CASP10|843	371.2085
lowly_expressed	lowly_expressed	CASP12|120329	6.2589999999999995
CASP1|834	122.2634	CASP1|834	584.9783
CASP2|835	1102.7282	CASP2|835	960.52
CASP3|836	694.1731	CASP3|836	503.611
CASP4|837	534.8602	CASP4|837	1000.4815
CASP6|839	642.6406	CASP6|839	298.9889
CASP7|840	635.9043	CASP7|840	763.1199
CASP8AP2|9994	569.8889	CASP8AP2|9994	233.5099
CASP8|841	922.196	CASP8|841	377.4675
CASP9|842	488.7167	CASP9|842	291.767
CASQ1|844	285.2812	CASQ1|844	23.5917
CASQ2|845	29.9764	CASQ2|845	189.6967
CASS4|57091	8.4203	CASS4|57091	9.6293
CAST|831	6248.7908	CAST|831	4777.9923
CASZ1|54897	1789.4914	CASZ1|54897	529.61
CATSPER1|117144	6.3995	CATSPER1|117144	5.7776
CATSPER2P1|440278	28.0566	CATSPER2P1|440278	20.7944
CATSPER2|117155	23.2401	CATSPER2|117155	37.5542
CATSPER3|347732	21.9468	lowly_expressed	lowly_expressed
CATSPERB|79820	27.9555	CATSPERB|79820	13.481
CATSPERG|57828	67.0259	CATSPERG|57828	19.2585
CAT|847	609.6329	CAT|847	3259.9904
CAV1|857	247.5581	CAV1|857	14512.2773
CAV2|858	81.8457	CAV2|858	2692.8262
CBARA1|10367	1095.3183	CBARA1|10367	1176.6972
CBFA2T2|9139	1193.3311	CBFA2T2|9139	575.8305
CBFA2T3|863	121.5898	CBFA2T3|863	392.8743
CBFB|865	588.7504	CBFB|865	591.2374
CBLB|868	450.9936	CBLB|868	451.1314
CBLC|23624	421.35400000000004	CBLC|23624	209.4367
CBLL1|79872	788.4810000000001	CBLL1|79872	444.3909
lowly_expressed	lowly_expressed	CBLN1|869	9.1478
CBLN3|643866	134.7255	CBLN3|643866	145.40200000000002
lowly_expressed	lowly_expressed	CBLN4|140689	48.1464
CBL|867	350.9599	CBL|867	650.9389
CBR1|873	549.771	CBR1|873	1564.0058
CBR3|874	158.6393	CBR3|874	820.4141
CBR4|84869	993.2637	CBR4|84869	366.3938
CBS|875	34.0182	CBS|875	93.4039
CBWD1|55871	726.5072	CBWD1|55871	568.6086
CBWD2|150472	517.0091	CBWD2|150472	394.3187
CBWD3|445571	279.9225	CBWD3|445571	149.9807
CBWD6|644019	69.0468	CBWD6|644019	68.3678
CBX1|10951	2033.3446	CBX1|10951	1428.9841
CBX2|84733	50.1852	CBX2|84733	182.9562
CBX3|11335	4650.3873	CBX3|11335	2284.545
CBX4|8535	1173.7959	CBX4|8535	771.7862
CBX5|23468	6667.5648	CBX5|23468	2185.845
CBX6|23466	26.2715	CBX6|23466	478.5749
CBX7|23492	567.1943	CBX7|23492	2868.5604
CBX8|57332	219.9394	CBX8|57332	179.1045
CBY1|25776	810.576	CBY1|25776	1033.8662
CC2D1A|54862	1275.5136	CC2D1A|54862	1795.3779
CC2D1B|200014	700.2358	CC2D1B|200014	844.9687
CC2D2A|57545	134.3887	CC2D2A|57545	378.9119
lowly_expressed	lowly_expressed	CC2D2B|387707	6.2589999999999995
CCAR1|55749	1651.0610000000001	CCAR1|55749	640.3467
lowly_expressed	lowly_expressed	CCBE1|147372	31.7766
CCBL1|883	270.7982	CCBL1|883	117.9586
CCBL2|56267	500.0505	CCBL2|56267	466.6779
CCBP2|1238	149.5453	CCBP2|1238	142.0318
CCDC101|112869	566.5207	CCDC101|112869	688.0116
CCDC102A|92922	44.7962	CCDC102A|92922	512.2773
CCDC102B|79839	18.1879	CCDC102B|79839	51.9981
CCDC103|388389	339.8451	CCDC103|388389	194.5113
CCDC104|112942	791.1755	CCDC104|112942	958.1127
CCDC106|29903	354.3281	CCDC106|29903	533.9432
CCDC107|203260	248.3597	CCDC107|203260	1320.1444
CCDC108|255101	11.7885	lowly_expressed	lowly_expressed
CCDC109A|90550	442.2364	CCDC109A|90550	493.5002
CCDC109B|55013	231.391	CCDC109B|55013	428.9841
CCDC110|256309	91.6133	CCDC110|256309	34.6654
CCDC111|201973	334.2607	CCDC111|201973	135.999
CCDC112|153733	192.3206	CCDC112|153733	140.1059
CCDC113|29070	355.0017	CCDC113|29070	160.3274
CCDC114|93233	188.2789	CCDC114|93233	21.6659
CCDC115|84317	1248.9054	CCDC115|84317	1221.4733
lowly_expressed	lowly_expressed	CCDC116|164592	5.7776
CCDC117|150275	1745.3688	CCDC117|150275	644.1984
CCDC11|220136	124.2843	CCDC11|220136	13.481
CCDC120|90060	402.8292	CCDC120|90060	492.0558
CCDC121|79635	153.5871	CCDC121|79635	126.6249
CCDC122|160857	49.1748	CCDC122|160857	31.2951
CCDC123|84902	517.6827	CCDC123|84902	369.7641
CCDC124|115098	525.4294	CCDC124|115098	2107.8479
CCDC125|202243	1108.454	CCDC125|202243	173.3269
CCDC126|90693	1378.5786	CCDC126|90693	124.6991
CCDC127|133957	428.4271	CCDC127|133957	589.793
lowly_expressed	lowly_expressed	CCDC129|223075	5.2961
CCDC12|151903	530.1448	CCDC12|151903	1086.182
CCDC130|81576	410.2391	CCDC130|81576	572.9417
CCDC132|55610	1007.4099	CCDC132|55610	355.3202
CCDC134|79879	86.2243	CCDC134|79879	72.2195
CCDC136|64753	10.777999999999999	CCDC136|64753	97.2557
CCDC137|339230	395.7561	CCDC137|339230	589.793
CCDC138|165055	19.5352	CCDC138|165055	14.9254
CCDC13|152206	18.5248	CCDC13|152206	9.6293
lowly_expressed	lowly_expressed	CCDC141|285025	14.9254
CCDC142|84865	192.9404	CCDC142|84865	124.8002
CCDC144A|9720	31.3035	lowly_expressed	lowly_expressed
CCDC144B|284047	23.9138	lowly_expressed	lowly_expressed
CCDC146|57639	316.9417	CCDC146|57639	92.9225
lowly_expressed	lowly_expressed	CCDC147|159686	11.5551
CCDC148|130940	16.8407	CCDC148|130940	5.7776
CCDC149|91050	994.9478	CCDC149|91050	519.0178
CCDC14|64770	616.706	CCDC14|64770	527.6842
CCDC150|284992	20.2088	CCDC150|284992	10.1107
CCDC151|115948	77.4672	CCDC151|115948	11.0737
CCDC152|100129792	16.6824	CCDC152|100129792	261.4299
CCDC153|283152	34.0182	CCDC153|283152	15.4068
CCDC154|645811	12.7989	CCDC154|645811	7.222
CCDC155|147872	6.0626	lowly_expressed	lowly_expressed
CCDC157|550631	139.5049	CCDC157|550631	40.4429
CCDC158|339965	6.0626	CCDC158|339965	5.2961
CCDC159|126075	335.8033	CCDC159|126075	273.9528
CCDC15|80071	101.3809	CCDC15|80071	44.7761
CCDC160|347475	223.3075	CCDC160|347475	8.6663
CCDC163P|126661	10.4412	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCDC17|149483	16.3698
CCDC18|343099	65.6787	CCDC18|343099	37.5542
CCDC19|25790	218.5921	CCDC19|25790	27.9249
CCDC21|64793	484.0013	CCDC21|64793	177.1786
CCDC22|28952	641.5729	CCDC22|28952	625.6235
CCDC23|374969	173.7959	CCDC23|374969	519.9807
CCDC24|149473	754.3584	CCDC24|149473	221.3288
CCDC25|55246	625.4631	CCDC25|55246	995.1854
CCDC28A|25901	706.972	CCDC28A|25901	647.0775
CCDC28B|79140	60.2897	CCDC28B|79140	173.8084
CCDC30|728621	236.4432	CCDC30|728621	41.4059
CCDC34|91057	113.1694	CCDC34|91057	262.3977
lowly_expressed	lowly_expressed	CCDC36|339834	19.74
CCDC39|339829	51.1957	CCDC39|339829	7.8527
CCDC3|83643	48.838	CCDC3|83643	3283.1006
CCDC40|55036	1025.5978	CCDC40|55036	89.0708
CCDC41|51134	220.2762	CCDC41|51134	98.2186
lowly_expressed	lowly_expressed	CCDC42B|387885	8.339
CCDC43|124808	506.2311	CCDC43|124808	351.9499
CCDC45|90799	558.1004	CCDC45|90799	374.5787
CCDC46|201134	13.4725	CCDC46|201134	415.5031
CCDC47|57003	3349.2759	CCDC47|57003	1508.9071
CCDC48|79825	413.2705	CCDC48|79825	193.5484
CCDC50|152137	309.5318	CCDC50|152137	2310.0626
CCDC51|79714	492.4217	CCDC51|79714	347.6168
CCDC52|152185	1130.3469	CCDC52|152185	179.1045
CCDC53|51019	515.9987	CCDC53|51019	651.9018
CCDC55|84081	869.9899	CCDC55|84081	551.2759
CCDC56|28958	1207.4537	CCDC56|28958	1249.0082
CCDC57|284001	1181.2058	CCDC57|284001	443.42800000000005
CCDC58|131076	183.2267	CCDC58|131076	161.2903
CCDC59|29080	321.3203	CCDC59|29080	441.5022
CCDC61|729440	185.9212	CCDC61|729440	357.7275
CCDC62|84660	8.4203	lowly_expressed	lowly_expressed
CCDC64B|146439	799.9326	CCDC64B|146439	346.1724
CCDC64|92558	1237.1169	CCDC64|92558	75.1083
lowly_expressed	lowly_expressed	CCDC65|85478	14.4439
CCDC66|285331	382.1253	CCDC66|285331	173.5484
CCDC68|80323	5.388999999999999	CCDC68|80323	48.1464
CCDC69|26112	91.2765	CCDC69|26112	3468.4641
CCDC6|8030	1881.7784	CCDC6|8030	1801.1555
CCDC71|64925	534.8602	CCDC71|64925	570.5344
CCDC72|51372	1340.5187	CCDC72|51372	1476.1675
CCDC73|493860	19.2556	CCDC73|493860	26.1868
CCDC74A|90557	1031.3237	CCDC74A|90557	245.5465
CCDC74B|91409	431.7952	CCDC74B|91409	95.8113
CCDC75|253635	44.7962	CCDC75|253635	25.5176
CCDC76|54482	196.6386	CCDC76|54482	149.5282
CCDC77|84318	131.6942	CCDC77|84318	152.624
CCDC78|124093	560.1213	CCDC78|124093	11.0737
CCDC7|221016	63.806000000000004	CCDC7|221016	24.5546
CCDC80|151887	353.6544	CCDC80|151887	16096.2927
lowly_expressed	lowly_expressed	CCDC81|60494	8.6663
CCDC82|79780	21.5561	CCDC82|79780	356.7646
CCDC83|220047	6.7363	lowly_expressed	lowly_expressed
CCDC84|338657	78.1408	CCDC84|338657	165.142
CCDC85A|114800	7.0731	CCDC85A|114800	247.9538
CCDC85B|11007	52.8798	CCDC85B|11007	1002.4073
CCDC85C|317762	954.4123	CCDC85C|317762	951.507
CCDC86|79080	196.0189	CCDC86|79080	661.7622
CCDC87|55231	185.2476	CCDC87|55231	11.5551
CCDC88A|55704	176.8272	CCDC88A|55704	430.91
CCDC88B|283234	164.7019	CCDC88B|283234	387.5782
CCDC88C|440193	1137.42	CCDC88C|440193	735.6765
lowly_expressed	lowly_expressed	CCDC89|220388	33.221
CCDC8|83987	7.4099	CCDC8|83987	2168.9937
CCDC90A|63933	290.6703	CCDC90A|63933	389.9856
CCDC90B|60492	254.9377	CCDC90B|60492	588.3197
CCDC91|55297	337.4874	CCDC91|55297	288.8782
CCDC92|80212	477.9387	CCDC92|80212	1628.7915
CCDC93|54520	624.7895	CCDC93|54520	713.5291
CCDC94|55702	406.1974	CCDC94|55702	749.6389
CCDC96|257236	344.8973	CCDC96|257236	147.3279
CCDC97|90324	1303.4692	CCDC97|90324	1238.3245
CCDC99|54908	173.4591	CCDC99|54908	110.2552
CCDC9|26093	352.3072	CCDC9|26093	620.6066
CCHCR1|54535	408.2183	CCHCR1|54535	480.5007
lowly_expressed	lowly_expressed	CCIN|881	11.5551
CCL11|6356	5.388999999999999	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCL13|6357	269.1382
CCL14|6358	15.8302	CCL14|6358	10561.661
lowly_expressed	lowly_expressed	CCL15|6359	6.7405
lowly_expressed	lowly_expressed	CCL16|6360	19.74
lowly_expressed	lowly_expressed	CCL17|6361	10.1107
lowly_expressed	lowly_expressed	CCL18|6362	484.3524
CCL19|6363	5.388999999999999	CCL19|6363	912.8551
CCL21|6366	8.4203	CCL21|6366	2425.1324
CCL22|6367	25.9347	CCL22|6367	118.9215
lowly_expressed	lowly_expressed	CCL23|6368	36.1098
lowly_expressed	lowly_expressed	CCL26|10344	16.8512
CCL28|56477	1665.8808	CCL28|56477	1063.0717
CCL2|6347	169.7541	CCL2|6347	2405.3924
CCL3L1|6349	41.8895	CCL3L1|6349	371.6177
lowly_expressed	lowly_expressed	CCL3L3|414062	31.3674
CCL3|6348	160.3233	CCL3|6348	936.4468
CCL4L2|388372	94.3078	CCL4L2|388372	514.6846
CCL4|6351	107.4436	CCL4|6351	623.4954
CCL5|6352	21.5561	CCL5|6352	1443.9095
lowly_expressed	lowly_expressed	CCL8|6355	166.105
CCM2|83605	499.8316	CCM2|83605	1977.8527
lowly_expressed	lowly_expressed	CCNA1|8900	19.74
CCNA2|890	324.1159	CCNA2|890	69.1863
CCNB1IP1|57820	233.7487	CCNB1IP1|57820	819.4511
CCNB1|891	678.6797	lowly_expressed	lowly_expressed
CCNB2|9133	327.7198	CCNB2|9133	62.5903
CCNB3|85417	30.3132	CCNB3|85417	8.1849
CCNC|892	1053.5534	CCNC|892	680.3081
CCND1|595	30702.7585	CCND1|595	4289.8604
CCND2|894	107.7804	CCND2|894	2359.6533
CCND3|896	842.7080000000001	CCND3|896	2761.1940000000004
CCNDBP1|23582	1171.775	CCNDBP1|23582	1281.1748
CCNE1|898	30.9869	CCNE1|898	30.3322
CCNE2|9134	254.227	CCNE2|9134	12.9995
CCNF|899	737.2853	CCNF|899	174.7713
CCNG1|900	1267.4301	CCNG1|900	1567.6456
CCNG2|901	5593.4658	CCNG2|901	1455.9461
CCNH|902	584.0283	CCNH|902	488.9408
CCNI2|645121	21.9906	CCNI2|645121	6.962000000000001
CCNI|10983	7299.4274	CCNI|10983	3061.6273
CCNJL|79616	6.3995	CCNJL|79616	177.1786
CCNJ|54619	24.2506	CCNJ|54619	97.7371
CCNK|8812	1213.6578	CCNK|8812	701.3577
CCNL1|57018	937.0158	CCNL1|57018	1273.4714
CCNL2|81669	2683.3951	CCNL2|81669	1925.3731
CCNO|10309	140.1145	CCNO|10309	62.5903
CCNT1|904	141.4618	CCNT1|904	28.8878
CCNT2|905	1101.7178	CCNT2|905	359.6533
CCNYL1|151195	231.0542	CCNYL1|151195	281.1748
CCNY|219771	919.5015	CCNY|219771	1920.5585
CCPG1|9236	2623.2705	CCPG1|9236	1735.1805
lowly_expressed	lowly_expressed	CCR10|2826	51.9981
CCR1|1230	95.3183	CCR1|1230	255.1757
CCR2|729230	8.7572	CCR2|729230	89.5522
CCR3|1232	16.1671	lowly_expressed	lowly_expressed
CCR5|1234	77.4672	CCR5|1234	208.4738
CCR6|1235	27.8612	CCR6|1235	21.8247
CCR7|1236	19.1984	CCR7|1236	51.0351
lowly_expressed	lowly_expressed	CCRL1|51554	341.8392
CCRL2|9034	42.7753	CCRL2|9034	170.4381
CCRN4L|25819	173.7959	CCRN4L|25819	62.1088
CCS|9973	1281.5763	CCS|9973	735.195
CCT2|10576	2033.6814	CCT2|10576	1843.5243
CCT3|7203	7728.5281	CCT3|7203	5401.0592
CCT4|10575	3219.6026	CCT4|10575	3406.8368
CCT5|22948	3202.7619	CCT5|22948	3027.4434
CCT6A|908	2708.6561	CCT6A|908	2677.4194
CCT6B|10693	79.1512	CCT6B|10693	75.5898
CCT6P1|643253	76.1199	CCT6P1|643253	54.8869
CCT7|10574	4469.5184	CCT7|10574	4559.4608
CCT8|10694	3232.7383	CCT8|10694	2991.8151
CD101|9398	36.0391	CD101|9398	70.2937
CD109|135228	866.9586	CD109|135228	802.5999
CD14|929	828.225	CD14|929	3753.0091
CD151|977	6590.0977	CD151|977	19350.5055
CD160|11126	6.3995	CD160|11126	25.5176
CD163L1|283316	26.9451	CD163L1|283316	446.3168
CD163|9332	283.5972	CD163|9332	1431.8729
CD164L2|388611	8.0835	CD164L2|388611	88.5893
CD164|8763	18494.7794	CD164|8763	5488.2041
lowly_expressed	lowly_expressed	CD177|57126	10.5922
CD180|4064	63.9946	CD180|4064	95.3298
CD1A|909	7.4099	lowly_expressed	lowly_expressed
CD1C|911	38.3968	CD1C|911	78.4786
CD1D|912	20.8825	CD1D|912	61.1459
CD1E|913	26.9451	CD1E|913	11.5551
lowly_expressed	lowly_expressed	CD200R1|131450	30.3322
CD200|4345	45.4699	CD200|4345	435.2431
CD207|50489	10.777999999999999	CD207|50489	19.2585
CD209|30835	29.3028	CD209|30835	950.4092
CD226|10666	6.3995	CD226|10666	14.9254
CD22|933	299.7642	CD22|933	34.1839
lowly_expressed	lowly_expressed	CD244|51744	38.9986
lowly_expressed	lowly_expressed	CD247|919	201.7333
CD248|57124	115.1903	CD248|57124	9554.6461
CD24|100133941	334.1192	CD24|100133941	8709.196
CD274|29126	5.388999999999999	CD274|29126	7.222
CD276|80381	1131.6942	CD276|80381	2586.4227
CD27|939	24.9646	CD27|939	186.5383
CD28|940	7.7467	CD28|940	66.9234
CD2AP|23607	1367.4638	CD2AP|23607	634.5691
CD2BP2|10421	2732.2331	CD2BP2|10421	2332.6914
CD2|914	14.1462	CD2|914	370.2455
CD300A|11314	94.3078	CD300A|11314	366.3938
CD300C|10871	12.4621	CD300C|10871	60.183
CD300LB|124599	20.2088	CD300LB|124599	64.0347
CD300LF|146722	19.872	CD300LF|146722	37.5542
lowly_expressed	lowly_expressed	CD300LG|146894	2998.5556
CD302|9936	1027.7737	CD302|9936	1580.6452
CD320|51293	528.1239	CD320|51293	1486.2783
CD33|945	45.133	CD33|945	93.4039
CD34|947	561.4685	CD34|947	12822.8214
CD36|948	132.7046	CD36|948	24728.4545
CD37|951	120.2425	CD37|951	431.8729
CD38|952	11.7885	CD38|952	14.9254
lowly_expressed	lowly_expressed	CD3D|915	197.8816
CD3EAP|10849	333.4456	CD3EAP|10849	368.8012
CD3E|916	10.1044	CD3E|916	574.8676
lowly_expressed	lowly_expressed	CD3G|917	20.7029
lowly_expressed	lowly_expressed	CD40LG|959	43.3317
CD40|958	49.1748	CD40|958	601.8296
CD44|960	5217.5817	CD44|960	7576.7935
CD46|4179	10119.2321	CD46|4179	2913.3365
CD47|961	1043.4489999999998	CD47|961	2336.0616
CD48|962	53.5534	CD48|962	272.9899
CD4|920	1643.6511	CD4|920	1842.5614
CD52|1043	65.3419	CD52|1043	699.5667
CD53|963	318.9626	CD53|963	740.0096
CD55|1604	67.0259	CD55|1604	2200.2889
CD58|965	115.1903	CD58|965	188.7338
CD59|966	4038.7336	CD59|966	26676.9379
CD5|921	12.4621	CD5|921	110.2552
CD63|967	10870.3267	CD63|967	21738.0838
CD68|968	1295.7225	CD68|968	3704.8628
CD69|969	34.355	CD69|969	228.6952
CD6|923	10.4412	CD6|923	206.5479
lowly_expressed	lowly_expressed	CD70|970	33.7025
CD72|971	11.1149	CD72|971	65.9605
CD74|972	24231.391	CD74|972	84686.0857
CD79A|973	26.6083	CD79A|973	54.4054
CD79B|974	9.7676	CD79B|974	284.545
lowly_expressed	lowly_expressed	CD7|924	298.9889
lowly_expressed	lowly_expressed	CD80|941	5.7776
CD81|975	4620.7477	CD81|975	26812.2292
CD82|3732	163.3547	CD82|3732	1446.3168
CD83|9308	191.3102	CD83|9308	419.3548
CD84|8832	41.4281	CD84|8832	29.8507
CD86|942	114.5167	CD86|942	181.5118
CD8A|925	15.8302	CD8A|925	391.4299
CD8B|926	18.5248	CD8B|926	168.5123
CD93|22918	688.4473	CD93|22918	4220.5104
CD96|10225	7.7467	CD96|10225	129.5137
CD97|976	147.5244	CD97|976	1369.7641
CD99L2|83692	1103.4018	CD99L2|83692	2673.0862
CD99|4267	175.48	CD99|4267	5810.3033
CD9|928	12086.5611	CD9|928	4511.3144
CDADC1|81602	202.4251	CDADC1|81602	217.1401
CDAN1|146059	582.351	CDAN1|146059	390.9485
CDA|978	11.4517	CDA|978	81.3674
CDC123|8872	827.3627	CDC123|8872	967.9779
CDC14A|8556	25.9347	CDC14A|8556	187.2894
CDC14B|8555	18.8616	CDC14B|8555	313.4328
CDC16|8881	1362.4116	CDC16|8881	1406.3553
CDC20|991	503.5365	CDC20|991	128.0693
CDC23|8697	924.5537	CDC23|8697	587.3857
CDC25A|993	146.1772	CDC25A|993	55.3683
CDC25B|994	513.641	CDC25B|994	1227.7323
CDC25C|995	119.2354	CDC25C|995	9.6293
CDC26|246184	166.2311	CDC26|246184	126.1098
CDC27|996	1275.5136	CDC27|996	1052.4795
CDC34|997	514.9882	CDC34|997	1445.3539
CDC37L1|55664	310.8791	CDC37L1|55664	400.0963
CDC37|11140	2660.4917	CDC37|11140	5857.4868
CDC40|51362	527.1135	CDC40|51362	412.6143
CDC42BPA|8476	98.6864	CDC42BPA|8476	1343.2836
CDC42BPB|9578	3711.6874	CDC42BPB|9578	2732.3062
CDC42BPG|55561	371.5056	CDC42BPG|55561	641.3096
CDC42EP1|11135	901.3136	CDC42EP1|11135	3958.5941
CDC42EP2|10435	261.0307	CDC42EP2|10435	1383.7265
CDC42EP3|10602	72.415	CDC42EP3|10602	816.0809
CDC42EP4|23580	1207.4773	CDC42EP4|23580	2766.9716
CDC42EP5|148170	10.777999999999999	CDC42EP5|148170	472.7973
CDC42SE1|56882	5207.2044	CDC42SE1|56882	1902.5710000000001
CDC42SE2|56990	728.5281	CDC42SE2|56990	1216.6586
CDC42|998	6193.3311	CDC42|998	5061.6273
CDC45|8318	267.4301	CDC45|8318	25.999000000000002
CDC5L|988	1164.3651	CDC5L|988	668.2715
CDC6|990	398.1138	CDC6|990	77.9971
CDC73|79577	1097.0024	CDC73|79577	488.2041
CDC7|8317	363.7588	CDC7|8317	53.4425
CDCA2|157313	82.1826	CDCA2|157313	17.3327
CDCA3|83461	174.611	CDCA3|83461	42.3207
CDCA4|55038	287.6389	CDCA4|55038	309.0997
CDCA5|113130	381.2732	CDCA5|113130	95.8113
CDCA7L|55536	18.1745	CDCA7L|55536	673.9721
CDCA7|83879	8.0835	CDCA7|83879	54.8869
CDCA8|55143	317.2785	CDCA8|55143	65.4791
CDCP1|64866	1635.5675	CDCP1|64866	586.4227
CDH11|1009	163.3547	CDH11|1009	566.2013
CDH12|1010	8.0835	CDH12|1010	16.3698
CDH13|1012	152.5766	CDH13|1012	1568.6086
lowly_expressed	lowly_expressed	CDH17|1015	13.481
CDH19|28513	24.5874	lowly_expressed	lowly_expressed
CDH1|999	12594.4763	CDH1|999	4668.753
lowly_expressed	lowly_expressed	CDH22|64405	39.48
lowly_expressed	lowly_expressed	CDH23|64072	323.5436
CDH24|64403	117.2112	CDH24|64403	222.9177
CDH26|60437	6.0626	CDH26|60437	29.8507
CDH2|1000	14.8198	CDH2|1000	17.8142
CDH3|1001	114.8535	CDH3|1001	3340.3948
CDH5|1003	336.8137	CDH5|1003	4603.7554
CDH6|1004	29.6396	CDH6|1004	99.1815
CDH7|1005	346.5813	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDHR1|92211	19.2585
CDHR3|222256	1096.6352	CDHR3|222256	25.7198
CDIPT|10423	2779.7238	CDIPT|10423	3979.7785
CDK10|8558	502.8629	CDK10|8558	1151.661
CDK11A|728642	590.0876	CDK11A|728642	609.2585
CDK11B|984	907.7231	CDK11B|984	1187.0823
CDK12|51755	1487.7063	CDK12|51755	579.2008
CDK13|8621	1074.099	CDK13|8621	742.4169
CDK14|5218	203.4355	CDK14|5218	429.94699999999995
CDK16|5127	1700.2358	CDK16|5127	1804.0443
CDK17|5128	1234.4224	CDK17|5128	487.2412
CDK18|5129	2026.6083	CDK18|5129	532.4988
CDK19|23097	746.1132	CDK19|23097	469.5426
CDK1|983	814.4156	CDK1|983	94.3669
CDK20|23552	152.2398	CDK20|23552	131.921
CDK2AP1|8099	2161.3338	CDK2AP1|8099	3345.2094
CDK2AP2|10263	1964.2977	CDK2AP2|10263	1505.5368
CDK2|1017	820.1415	CDK2|1017	474.2417
CDK3|1018	52.745	CDK3|1018	166.8657
CDK4|1019	1637.2516	CDK4|1019	2211.844
CDK5R1|8851	82.5194	CDK5R1|8851	59.7015
CDK5RAP1|51654	553.385	CDK5RAP1|51654	441.0207
CDK5RAP2|55755	2312.5632	CDK5RAP2|55755	1279.2489
CDK5RAP3|80279	3362.7484	CDK5RAP3|80279	2111.6996
CDK5|1020	391.3776	CDK5|1020	232.5469
CDK6|1021	66.0155	CDK6|1021	607.6071
CDK7|1022	502.1893	CDK7|1022	348.0982
CDK8|1024	105.7595	CDK8|1024	91.4781
CDK9|1025	1544.6278	CDK9|1025	1750.6018
CDKAL1|54901	267.0933	CDKAL1|54901	314.3958
CDKL1|8814	5.0522	CDKL1|8814	18.2956
lowly_expressed	lowly_expressed	CDKL2|8999	24.0732
CDKL3|51265	39.4072	CDKL3|51265	22.8455
CDKL5|6792	5.7258	CDKL5|6792	5.7776
CDKN1A|1026	359.3803	CDKN1A|1026	4820.8955
CDKN1B|1027	2761.5359	CDKN1B|1027	1755.4165
CDKN1C|1028	41.4281	CDKN1C|1028	2507.4627
