gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
C15orf24|56851	657.2008	C15orf24|56851	988.4819
lowly_expressed	lowly_expressed	C15orf27|123591	6.8306
C15orf28|80035	8.5406	lowly_expressed	lowly_expressed
C15orf29|79768	292.9433	C15orf29|79768	341.5288
C15orf33|196951	48.7712	C15orf33|196951	20.4917
C15orf34|80072	5.1244	C15orf34|80072	20.9796
C15orf37|283687	62.5686	C15orf37|283687	37.0071
C15orf38|348110	200.8711	C15orf38|348110	371.5638
C15orf39|56905	601.2597	C15orf39|56905	814.7901
C15orf40|123207	102.0604	C15orf40|123207	241.9976
C15orf41|84529	294.2244	C15orf41|84529	83.4306
C15orf42|90381	187.5606	C15orf42|90381	12.0462
C15orf44|81556	801.5373	C15orf44|81556	760.6334
C15orf48|84419	87.9684	C15orf48|84419	24.3949
lowly_expressed	lowly_expressed	C15orf51|196968	11.7096
C15orf52|388115	517.1346	C15orf52|388115	290.2995
C15orf56|644809	21.3516	C15orf56|644809	6.8306
C15orf57|90416	175.0315	C15orf57|90416	430.0482
C15orf58|390637	32.8814	C15orf58|390637	51.7172
lowly_expressed	lowly_expressed	C15orf59|388135	47.3261
C15orf61|145853	108.4659	C15orf61|145853	108.8013
C15orf62|643338	201.5587	C15orf62|643338	25.8586
C15orf63|25764	514.1454	C15orf63|25764	290.2995
C16orf13|84326	593.5732	C16orf13|84326	283.9568
C16orf3|750	5.1244	lowly_expressed	lowly_expressed
C16orf42|115939	883.5102	C16orf42|115939	441.9627
C16orf45|89927	207.5371	C16orf45|89927	883.0959
C16orf46|123775	57.6492	C16orf46|123775	48.7898
C16orf48|84080	198.1424	C16orf48|84080	119.0472
C16orf52|730094	175.5098	C16orf52|730094	363.9721
C16orf53|79447	1284.0824	C16orf53|79447	376.1696
C16orf54|283897	11.9569	C16orf54|283897	103.9223
C16orf55|124045	146.0446	C16orf55|124045	70.7453
C16orf57|79650	866.0189999999999	C16orf57|79650	866.9953
C16orf58|64755	3179.6306	C16orf58|64755	1375.3853
C16orf59|80178	99.0712	lowly_expressed	lowly_expressed
C16orf5|29965	864.7379	C16orf5|29965	899.1966
C16orf61|56942	491.3676	C16orf61|56942	250.0528
C16orf62|57020	856.1973	C16orf62|57020	1581.2784
C16orf63|123811	754.9909	C16orf63|123811	695.743
C16orf68|79091	147.3257	C16orf68|79091	214.1874
C16orf70|80262	548.2353	C16orf70|80262	511.5223
C16orf71|146562	15.3731	C16orf71|146562	18.0522
C16orf72|29035	977.4741	C16orf72|29035	1090.4527
C16orf74|404550	9.3947	C16orf74|404550	52.2051
C16orf75|116028	195.1532	C16orf75|116028	18.5401
C16orf79|283870	11.5811	C16orf79|283870	6.8989
C16orf7|9605	363.5785	C16orf7|9605	178.0048
C16orf80|29105	698.1958	C16orf80|29105	562.5467
C16orf86|388284	20.0705	C16orf86|388284	30.7376
C16orf87|388272	160.1366	C16orf87|388272	86.35799999999999
C16orf88|400506	727.2339	C16orf88|400506	197.1109
C16orf89|146556	9.3947	C16orf89|146556	639.1468
C16orf91|283951	242.1266	C16orf91|283951	108.8013
C16orf93|90835	26.903000000000002	C16orf93|90835	15.1248
C17orf100|388327	82.417	C17orf100|388327	24.8828
C17orf101|79701	320.7003	C17orf101|79701	272.2472
C17orf103|256302	131.0985	C17orf103|256302	2261.4086
C17orf104|284071	8.9677	C17orf104|284071	7.3185
C17orf106|100134934	261.2704	C17orf106|100134934	155.6249
C17orf107|100130311	271.1434	C17orf107|100130311	51.9758
C17orf108|201229	63.2006	C17orf108|201229	371.7785
C17orf28|283987	541.0484	C17orf28|283987	819.1812
C17orf37|84299	1056.0478	C17orf37|84299	444.9632
C17orf39|79018	781.0398	C17orf39|79018	596.2117
C17orf42|79736	132.8067	C17orf42|79736	132.7083
C17orf44|284029	58.5033	C17orf44|284029	43.9108
C17orf48|56985	120.4228	C17orf48|56985	162.4701
C17orf49|124944	1406.0425	C17orf49|124944	827.012
C17orf51|339263	134.5148	C17orf51|339263	439.1085
C17orf53|78995	113.1632	C17orf53|78995	57.0841
C17orf55|284185	23.9137	C17orf55|284185	33.1771
C17orf56|146705	291.3249	C17orf56|146705	161.9627
C17orf57|124989	9.9413	C17orf57|124989	42.935
C17orf58|284018	157.5745	C17orf58|284018	821.1328
C17orf59|54785	276.2891	C17orf59|54785	142.9542
C17orf60|284021	7.2595	C17orf60|284021	53.6688
C17orf61|254863	650.3427	C17orf61|254863	734.3113
C17orf62|79415	1062.8803	C17orf62|79415	935.301
C17orf63|55731	2129.1769	C17orf63|55731	685.4971
C17orf65|339201	191.1092	C17orf65|339201	116.1052
C17orf67|339210	52.0978	C17orf67|339210	24.8828
C17orf68|80169	593.1462	C17orf68|80169	564.4983
C17orf69|147081	78.5737	C17orf69|147081	25.8586
C17orf70|80233	878.8299	C17orf70|80233	543.0308
C17orf71|55181	860.4676	C17orf71|55181	470.334
lowly_expressed	lowly_expressed	C17orf72|92340	48.9411
C17orf75|64149	410.3769	C17orf75|64149	147.3453
C17orf76|388341	43.5572	C17orf76|388341	77.0879
C17orf79|55352	410.3769	C17orf79|55352	1088.989
C17orf80|55028	390.7334	C17orf80|55028	516.1964
C17orf81|23587	702.4661	C17orf81|23587	520.0996
lowly_expressed	lowly_expressed	C17orf82|388407	6.3427
C17orf85|55421	580.7623	C17orf85|55421	507.4142
C17orf86|654434	90.5306	C17orf86|654434	57.571999999999996
C17orf87|388325	5.9912	C17orf87|388325	34.7091
C17orf89|284184	235.7211	C17orf89|284184	305.9122
C17orf90|339229	473.5775	C17orf90|339229	193.2077
C17orf91|84981	150.74200000000002	C17orf91|84981	612.3124
C17orf95|124512	433.8636	C17orf95|124512	295.6664
C17orf96|100170841	399.274	C17orf96|100170841	40.0077
C17orf97|400566	109.74700000000001	C17orf97|400566	66.8421
C18orf10|25941	2490.0181	C18orf10|25941	1591.5242
C18orf18|147525	24.7678	C18orf18|147525	58.0599
C18orf19|125228	555.1404	C18orf19|125228	270.7836
C18orf1|753	908.2951	C18orf1|753	1371.97
C18orf21|83608	671.2928	C18orf21|83608	174.1797
C18orf22|79863	770.7911	C18orf22|79863	323.4766
C18orf25|147339	921.1060000000001	C18orf25|147339	486.9225
C18orf32|497661	1405.8247	C18orf32|497661	984.9447
lowly_expressed	lowly_expressed	C18orf34|374864	138.0752
C18orf45|85019	1035.9774	C18orf45|85019	341.0409
C18orf54|162681	159.2826	C18orf54|162681	87.3338
C18orf55|29090	573.9298	C18orf55|29090	405.9314
C18orf56|494514	26.903000000000002	lowly_expressed	lowly_expressed
C18orf8|29919	719.3381	C18orf8|29919	355.7998
C19orf10|56005	6456.7097	C19orf10|56005	743.0691
C19orf12|83636	482.9721	C19orf12|83636	1943.7868
C19orf18|147685	13.238	C19orf18|147685	8.7822
C19orf20|91978	22.6326	C19orf20|91978	22.9312
C19orf21|126353	185.7585	C19orf21|126353	20.9796
C19orf22|91300	1625.2802	C19orf22|91300	780.1494
C19orf23|148046	34.1625	C19orf23|148046	9.2701
C19orf24|55009	306.6083	C19orf24|55009	380.5607
C19orf25|148223	266.0404	C19orf25|148223	233.2154
C19orf26|255057	11.1028	lowly_expressed	lowly_expressed
C19orf28|126321	1498.025	C19orf28|126321	450.81800000000004
C19orf29|58509	325.8247	C19orf29|58509	216.1389
C19orf2|8725	1920.7857	C19orf2|8725	1514.9242
C19orf33|64073	63.5166	C19orf33|64073	31.6792
lowly_expressed	lowly_expressed	C19orf35|374872	10.2459
lowly_expressed	lowly_expressed	C19orf36|113177	18.0522
C19orf38|255809	258.7808	C19orf38|255809	22.4433
C19orf39|126074	204.1208	C19orf39|126074	53.6688
C19orf40|91442	103.3415	C19orf40|91442	32.2013
C19orf42|79086	4431.7284	C19orf42|79086	1420.2719
C19orf43|79002	5295.6123	C19orf43|79002	1381.7279999999998
C19orf44|84167	1866.4332	C19orf44|84167	160.7576
C19orf45|374877	20.0705	lowly_expressed	lowly_expressed
C19orf46|163183	1011.2096	C19orf46|163183	32.2013
C19orf47|126526	280.1324	C19orf47|126526	202.4778
C19orf48|84798	799.8292	C19orf48|84798	241.5097
C19orf50|79036	1905.4126	C19orf50|79036	1273.4145
lowly_expressed	lowly_expressed	C19orf51|352909	18.5401
C19orf52|90580	1028.7178	C19orf52|90580	133.1962
C19orf53|28974	5554.3931	C19orf53|28974	1053.8603
C19orf54|284325	210.9533	C19orf54|284325	246.8765
C19orf55|148137	567.9513	C19orf55|148137	47.81399999999999
C19orf56|51398	7724.565	C19orf56|51398	1939.3957
C19orf57|79173	705.8824	C19orf57|79173	21.4675
C19orf59|199675	5.1244	lowly_expressed	lowly_expressed
C19orf60|55049	356.99800000000005	C19orf60|55049	139.5389
C19orf61|56006	941.1765	C19orf61|56006	422.5199
C19orf62|29086	4295.9325	C19orf62|29086	881.6322
C19orf63|284361	1165.3037	C19orf63|284361	1396.8284
C19orf66|55337	451.24800000000005	C19orf66|55337	319.1099
C19orf6|91304	1132.4864	C19orf6|91304	1434.9089
C19orf70|125988	440.6961	C19orf70|125988	565.4741
C19orf71|100128569	6.8325	lowly_expressed	lowly_expressed
C19orf73|55150	29.4651	C19orf73|55150	10.7338
C19orf76|199800	21.7786	C19orf76|199800	50.7414
C19orf77|284422	5.5514	lowly_expressed	lowly_expressed
C1D|10438	166.5421	C1D|10438	130.7567
C1GALT1C1|29071	391.5875	C1GALT1C1|29071	686.4729
C1GALT1|56913	420.1986	C1GALT1|56913	343.4804
C1QA|712	827.5862	C1QA|712	5942.6012
C1QBP|708	2177.9951	C1QBP|708	1023.5521
C1QB|713	833.9917	C1QB|713	5929.9158
C1QC|714	894.6301	C1QC|714	5000.9575
C1QL3|389941	39.2869	C1QL3|389941	26.8344
C1QL4|338761	29.4651	lowly_expressed	lowly_expressed
C1QTNF1|114897	508.594	C1QTNF1|114897	2940.563
C1QTNF2|114898	34.5895	C1QTNF2|114898	97.5797
C1QTNF3|114899	190.4559	C1QTNF3|114899	733.799
lowly_expressed	lowly_expressed	C1QTNF4|114900	9.2701
C1QTNF6|114904	348.8844	C1QTNF6|114904	204.4294
lowly_expressed	lowly_expressed	C1QTNF7|114905	355.6779
lowly_expressed	lowly_expressed	C1QTNF9B|387911	37.5682
lowly_expressed	lowly_expressed	C1QTNF9|338872	95.6281
C1RL|51279	1411.8159	C1RL|51279	1346.3407
C1R|715	2905.5194	C1R|715	14972.1349
C1S|716	2138.6613	C1S|716	22804.8541
C1orf101|257044	28.6111	C1orf101|257044	9.758
C1orf103|55791	392.8686	C1orf103|55791	306.4001
C1orf104|284618	85.3849	C1orf104|284618	39.1294
C1orf106|55765	775.9154	C1orf106|55765	20.4917
C1orf107|27042	1829.4011	C1orf107|27042	546.4461
C1orf109|54955	264.7593	C1orf109|54955	307.3759
C1orf112|55732	449.4288	C1orf112|55732	125.8436
C1orf113|79729	98.5759	C1orf113|79729	79.1078
C1orf114|57821	29.8922	C1orf114|57821	6.8306
C1orf115|79762	32.0273	C1orf115|79762	2435.5883
C1orf116|79098	2217.1453	C1orf116|79098	256.6345
C1orf122|127687	525.0689	C1orf122|127687	578.8621
C1orf123|54987	308.7435	C1orf123|54987	812.3507
C1orf124|83932	483.3992	C1orf124|83932	188.8166
C1orf126|200197	108.1841	C1orf126|200197	28.5664
C1orf127|148345	6.4055	C1orf127|148345	7.8064
C1orf128|57095	907.0139999999999	C1orf128|57095	1006.0463
C1orf130|400746	1193.5518	C1orf130|400746	94.1644
C1orf131|128061	439.842	C1orf131|128061	169.7886
C1orf133|574036	111.0281	C1orf133|574036	28.2981
C1orf135|79000	130.6715	C1orf135|79000	16.1006
C1orf144|26099	2593.3597	C1orf144|26099	3034.7274
lowly_expressed	lowly_expressed	C1orf150|148823	12.1975
C1orf151|440574	778.9047	C1orf151|440574	1068.4973
C1orf152|767846	6.4055	C1orf152|767846	8.2943
C1orf156|92342	372.3711	C1orf156|92342	168.3249
C1orf159|54991	270.7377	C1orf159|54991	84.4064
C1orf162|128346	91.8117	C1orf162|128346	271.7593
C1orf163|65260	359.9872	C1orf163|65260	189.3045
lowly_expressed	lowly_expressed	C1orf168|199920	18.0522
C1orf170|84808	46.5464	C1orf170|84808	7.8064
C1orf172|126695	642.2547	C1orf172|126695	105.38600000000001
lowly_expressed	lowly_expressed	C1orf173|127254	44.8866
C1orf174|339448	509.4481	C1orf174|339448	332.2587
C1orf175|374977	58.452	C1orf175|374977	12.6854
C1orf182|128229	20.0705	lowly_expressed	lowly_expressed
C1orf183|55924	29.0381	C1orf183|55924	135.1478
C1orf186|440712	637.5574	C1orf186|440712	40.9835
C1orf187|374946	13.665	lowly_expressed	lowly_expressed
C1orf190|541468	5.2995	C1orf190|541468	31.5865
C1orf192|257177	37.5787	C1orf192|257177	36.5924
C1orf198|84886	6430.6608	C1orf198|84886	4181.2884
C1orf201|90529	302.33799999999997	C1orf201|90529	189.3045
C1orf203|84852	46.1322	C1orf203|84852	76.1219
C1orf204|284677	125.3251	C1orf204|284677	17.3399
C1orf210|149466	285.6838	C1orf210|149466	63.9147
C1orf212|113444	519.2698	C1orf212|113444	745.9965
C1orf213|148898	55.2621	C1orf213|148898	126.1803
C1orf216|127703	387.3172	C1orf216|127703	537.6639
C1orf21|81563	291.2352	C1orf21|81563	2022.3384
C1orf220|400798	7.6866	lowly_expressed	lowly_expressed
C1orf226|400793	624.3194	C1orf226|400793	554.7404
C1orf228|339541	7.6866	lowly_expressed	lowly_expressed
C1orf229|388759	26.0489	lowly_expressed	lowly_expressed
C1orf25|81627	822.4618	C1orf25|81627	568.8894
C1orf26|54823	403.1173	C1orf26|54823	158.079
C1orf27|54953	853.6351	C1orf27|54953	753.8029
C1orf31|388753	396.2848	C1orf31|388753	169.3007
C1orf35|79169	302.33799999999997	C1orf35|79169	86.35799999999999
C1orf38|9473	652.5035	C1orf38|9473	571.8168
C1orf43|25912	7768.1221	C1orf43|25912	4235.4451
C1orf50|79078	142.6284	C1orf50|79078	150.2727
C1orf51|148523	731.0772	C1orf51|148523	60.9873
C1orf52|148423	151.596	C1orf52|148423	250.7797
C1orf53|388722	8.1136	C1orf53|388722	17.5643
C1orf54|79630	41.422	C1orf54|79630	229.3122
C1orf55|163859	893.7760000000001	C1orf55|163859	464.4792
C1orf56|54964	195.9133	C1orf56|54964	170.5985
C1orf57|84284	836.9809	C1orf57|84284	537.1759999999999
C1orf58|148362	859.0072	C1orf58|148362	430.2385
C1orf59|113802	733.6394	C1orf59|113802	225.8969
C1orf61|10485	44.8383	lowly_expressed	lowly_expressed
C1orf63|57035	236.1482	C1orf63|57035	214.6752
lowly_expressed	lowly_expressed	C1orf64|149563	110.7529
C1orf65|164127	14.092	lowly_expressed	lowly_expressed
C1orf66|51093	986.8688	C1orf66|51093	346.4078
C1orf69|200205	664.0333	C1orf69|200205	268.832
lowly_expressed	lowly_expressed	C1orf70|339453	5.8548
C1orf74|148304	197.2884	C1orf74|148304	58.0599
C1orf77|26097	2308.5299	C1orf77|26097	1058.2514
C1orf83|127428	188.7477	C1orf83|127428	282.0052
C1orf84|149469	14.9845	C1orf84|149469	14.2905
C1orf85|112770	1924.629	C1orf85|112770	1202.1814
C1orf86|199990	363.6767	C1orf86|199990	246.1301
C1orf88|128344	75.1575	C1orf88|128344	63.9147
C1orf89|79363	57.6492	C1orf89|79363	34.6408
C1orf91|56063	222.9102	C1orf91|56063	124.4043
C1orf93|127281	528.2374	C1orf93|127281	476.0472
lowly_expressed	lowly_expressed	C1orf95|375057	64.8905
C1orf96|126731	1201.6654	C1orf96|126731	265.4167
C1orf97|84791	148.6068	C1orf97|84791	112.7045
C1orf9|51430	1606.0638	C1orf9|51430	1046.5418
C20orf103|24141	44.8383	C20orf103|24141	17.0764
C20orf108|116151	2704.3877	C20orf108|116151	3017.6509
C20orf111|51526	1041.5288	C20orf111|51526	642.5621
C20orf112|140688	1727.3407	C20orf112|140688	689.8882
C20orf117|140710	642.2547	C20orf117|140710	440.0843
lowly_expressed	lowly_expressed	C20orf118|140711	21.0626
C20orf11|54994	2924.7358	C20orf11|54994	1320.2528
C20orf12|55184	172.5206	C20orf12|55184	116.1198
C20orf132|140699	23.0597	C20orf132|140699	78.5663
C20orf134|170487	113.5903	C20orf134|170487	11.2217
C20orf135|140701	165.261	C20orf135|140701	41.9593
C20orf151|140893	201.9857	C20orf151|140893	20.0038
C20orf160|140706	13.238	C20orf160|140706	376.1696
C20orf165|128497	11.9569	lowly_expressed	lowly_expressed
C20orf177|63939	484.2532	C20orf177|63939	277.1262
C20orf194|25943	493.2209	C20orf194|25943	1463.207
C20orf195|79025	39.7139	lowly_expressed	lowly_expressed
C20orf196|149840	83.2711	C20orf196|149840	66.3542
lowly_expressed	lowly_expressed	C20orf197|284756	5.3669
C20orf199|441951	1306.288	C20orf199|441951	902.6118
lowly_expressed	lowly_expressed	C20orf202|400831	12.6854
C20orf203|284805	5.1244	lowly_expressed	lowly_expressed
C20orf20|55257	476.5667	C20orf20|55257	139.5389
C20orf24|55969	1686.9008	C20orf24|55969	1123.8298
lowly_expressed	lowly_expressed	C20orf26|26074	9.2701
C20orf27|54976	805.8076	C20orf27|54976	696.7188
C20orf29|55317	293.7974	C20orf29|55317	281.5173
C20orf30|29058	1975.0187	C20orf30|29058	3912.9443
C20orf3|57136	2706.5229	C20orf3|57136	5376.6392
C20orf43|51507	2626.6681	C20orf43|51507	2242.8685
C20orf46|55321	24.7678	C20orf46|55321	24.3949
C20orf4|25980	1169.2111	C20orf4|25980	698.1825
C20orf54|113278	418.4904	C20orf54|113278	103.4344
C20orf72|92667	1033.8422	C20orf72|92667	379.097
C20orf7|79133	219.49400000000003	C20orf7|79133	166.8612
C20orf94|128710	40.995	C20orf94|128710	24.8828
C20orf96|140680	584.1785	C20orf96|140680	162.958
C21orf119|84996	204.9749	C21orf119|84996	91.23700000000001
C21orf122|728039	176.3638	C21orf122|728039	40.9835
C21orf125|284836	210.9533	lowly_expressed	lowly_expressed
C21orf15|54094	17.5083	C21orf15|54094	16.1006
lowly_expressed	lowly_expressed	C21orf29|54084	9.758
C21orf2|755	330.095	C21orf2|755	250.2918
C21orf33|8209	2294.865	C21orf33|8209	2104.7932
C21orf34|388815	40.568000000000005	C21orf34|388815	183.9377
C21orf45|54069	296.3596	C21orf45|54069	102.4586
C21orf49|54067	16.2272	C21orf49|54067	13.1733
C21orf56|84221	412.939	C21orf56|84221	88.3096
C21orf57|54059	153.7312	C21orf57|54059	85.8701
C21orf58|54058	283.5486	C21orf58|54058	29.7618
C21orf59|56683	902.7437	C21orf59|56683	347.3836
lowly_expressed	lowly_expressed	C21orf62|56245	7.3185
C21orf63|59271	602.5408	C21orf63|59271	375.6817
C21orf67|84536	304.9002	C21orf67|84536	46.8382
C21orf70|85395	580.7623	C21orf70|85395	78.5516
C21orf7|56911	73.8764	C21orf7|56911	101.9707
C21orf82|114036	32.0273	C21orf82|114036	23.4191
C21orf88|114041	11.1028	lowly_expressed	lowly_expressed
C21orf91|54149	994.1283	C21orf91|54149	456.1849
C22orf13|83606	1274.6963	C22orf13|83606	2702.5028
C22orf23|84645	103.3415	C22orf23|84645	51.7172
C22orf25|128989	252.8024	C22orf25|128989	624.0219
C22orf26|55267	8.9677	C22orf26|55267	21.4675
C22orf27|150291	147.7527	C22orf27|150291	102.4586
C22orf28|51493	1396.8186	C22orf28|51493	1508.5815
C22orf29|79680	1647.5456	C22orf29|79680	508.4925
C22orf30|253143	875.8407	C22orf30|253143	1032.8807
C22orf32|91689	292.9433	C22orf32|91689	531.3212
C22orf36|388886	53.8059	C22orf36|388886	120.5109
C22orf39|128977	122.5579	C22orf39|128977	1144.1215
C22orf40|150383	172.5206	C22orf40|150383	106.8497
C22orf41|644186	16.6542	lowly_expressed	lowly_expressed
C22orf46|79640	607.2382	C22orf46|79640	472.7734
C22orf9|23313	1210.2060000000001	C22orf9|23313	1975.9881
C2CD2L|9854	386.8176	C2CD2L|9854	275.1307
C2CD2|25966	591.011	C2CD2|25966	3969.0526
C2CD3|26005	508.167	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C2CD4A|145741	5.3669
lowly_expressed	lowly_expressed	C2CD4B|388125	26.8344
C2CD4C|126567	14.5191	C2CD4C|126567	14.6369
C2CD4D|100191040	172.0935	lowly_expressed	lowly_expressed
C2orf15|150590	79.257	C2orf15|150590	36.4216
C2orf16|84226	7.6866	C2orf16|84226	82.4548
C2orf18|54978	2108.2524	C2orf18|54978	1561.7624
C2orf24|27013	1248.2118	C2orf24|27013	1529.5611
C2orf27A|29798	13.665	C2orf27A|29798	7.8064
C2orf28|51374	4603.1429	C2orf28|51374	2465.2427
C2orf29|55571	979.6093	C2orf29|55571	709.8919999999999
C2orf34|79823	357.425	C2orf34|79823	66.3542
C2orf3|6936	597.8435	C2orf3|6936	471.3098
lowly_expressed	lowly_expressed	C2orf40|84417	157.1033
C2orf42|54980	370.663	C2orf42|54980	258.5861
C2orf43|60526	221.2021	C2orf43|60526	410.8104
C2orf44|80304	263.0511	C2orf44|80304	259.5619
C2orf47|79568	183.1963	C2orf47|79568	290.7874
C2orf48|348738	33.7355	lowly_expressed	lowly_expressed
C2orf49|79074	99.9253	C2orf49|79074	137.0994
C2orf50|130813	7.6866	lowly_expressed	lowly_expressed
C2orf52|151477	12.8109	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	C2orf54|79919	53.6688
C2orf55|343990	105.9037	C2orf55|343990	234.1912
C2orf56|55471	437.7068	C2orf56|55471	182.47400000000002
lowly_expressed	lowly_expressed	C2orf58|285154	8.7822
C2orf60|129450	99.0712	C2orf60|129450	158.5669
C2orf63|130162	78.1467	C2orf63|130162	43.4229
C2orf64|493753	256.6457	C2orf64|493753	476.1887
lowly_expressed	lowly_expressed	C2orf65|130951	58.5478
C2orf67|151050	357.0022	C2orf67|151050	449.9154
C2orf68|388969	1610.3342	C2orf68|388969	685.0092
C2orf69|205327	288.246	C2orf69|205327	432.7658
C2orf70|339778	129.8174	lowly_expressed	lowly_expressed
C2orf71|388939	49.5356	C2orf71|388939	8.7822
C2orf72|257407	10.2487	C2orf72|257407	82.4548
C2orf73|129852	12.8109	lowly_expressed	lowly_expressed
C2orf74|339804	11.5298	C2orf74|339804	212.2358
C2orf76|130355	58.9303	C2orf76|130355	73.6726
C2orf77|129881	38.4328	C2orf77|129881	61.4752
C2orf79|391356	879.684	C2orf79|391356	255.6587
C2orf7|84279	256.2186	C2orf7|84279	499.12
C2orf81|388963	131.5939	C2orf81|388963	52.4198
lowly_expressed	lowly_expressed	C2orf84|653140	20.9796
C2orf86|51057	222.0562	C2orf86|51057	288.3479
C2orf88|84281	142.6284	C2orf88|84281	230.7759
lowly_expressed	lowly_expressed	C2orf89|129293	53.6688
C2|717	465.5749	C2|717	1969.7137
C3AR1|719	188.7477	C3AR1|719	1021.659
C3orf10|55845	2531.4402	C3orf10|55845	3439.683
C3orf14|57415	11.9569	C3orf14|57415	227.8485
C3orf15|89876	76.0115	C3orf15|89876	49.7656
C3orf17|25871	803.2454	C3orf17|25871	937.7405
C3orf18|51161	150.74200000000002	C3orf18|51161	171.7402
C3orf19|51244	421.0526	C3orf19|51244	394.2218
C3orf1|51300	1591.5448	C3orf1|51300	1293.4184
C3orf21|152002	520.5509	C3orf21|152002	321.0371
C3orf23|285343	675.5631	C3orf23|285343	493.2652
C3orf26|84319	509.4481	C3orf26|84319	315.6702
C3orf31|132001	232.3049	C3orf31|132001	130.7567
C3orf32|51066	8.1136	C3orf32|51066	12.6854
C3orf33|285315	114.4443	C3orf33|285315	87.3338
C3orf34|84984	45.2653	C3orf34|84984	80.0153
C3orf35|339883	5.1244	lowly_expressed	lowly_expressed
C3orf37|56941	673.428	C3orf37|56941	1031.9049
C3orf38|285237	327.5328	C3orf38|285237	422.032
C3orf39|84892	527.8104	C3orf39|84892	552.7888
C3orf42|84657	12.3839	C3orf42|84657	10.2459
lowly_expressed	lowly_expressed	C3orf45|132228	6.0255
C3orf47|339942	38.4328	C3orf47|339942	45.8624
C3orf52|79669	66.6168	C3orf52|79669	62.9389
C3orf54|389119	18.7894	C3orf54|389119	62.451
C3orf55|152078	131.5256	C3orf55|152078	262.9772
C3orf57|165679	5.5514	C3orf57|165679	81.9669
C3orf58|205428	816.4834	C3orf58|205428	584.9901
C3orf59|151963	213.0885	C3orf59|151963	163.4459
C3orf62|375341	130.6715	C3orf62|375341	176.6192
C3orf63|23272	1732.9262	C3orf63|23272	1863.1665
C3orf64|285203	588.0218	C3orf64|285203	991.4093
C3orf67|200844	91.3846	lowly_expressed	lowly_expressed
C3orf70|285382	270.7377	C3orf70|285382	232.2396
C3orf71|646450	61.0654	C3orf71|646450	24.4827
C3orf75|54859	408.6687	C3orf75|54859	379.097
C3|718	1882.3529	C3|718	39412.912000000004
C4A|720	614.0835	C4A|720	12335.5911
lowly_expressed	lowly_expressed	C4BPA|722	5.3669
lowly_expressed	lowly_expressed	C4BPB|725	77.0879
C4orf10|317648	427.9193	C4orf10|317648	285.7669
C4orf12|404201	7.2595	C4orf12|404201	70.7453
C4orf14|84273	752.4287	C4orf14|84273	490.3378
C4orf19|55286	83.6127	C4orf19|55286	286.2011
C4orf21|55345	145.1906	C4orf21|55345	40.4956
C4orf23|152992	162.2718	C4orf23|152992	198.0867
C4orf27|54969	263.0511	C4orf27|54969	382.5123
C4orf29|80167	150.3149	C4orf29|80167	90.2612
C4orf31|79625	9.3947	C4orf31|79625	168.3249
C4orf32|132720	31.6003	C4orf32|132720	1107.0412
C4orf33|132321	244.2618	C4orf33|132321	178.5708
C4orf34|201895	599.1246	C4orf34|201895	1052.3966
C4orf36|132989	17.0812	C4orf36|132989	6.3427
lowly_expressed	lowly_expressed	C4orf38|152641	21.9554
C4orf39|152756	45.6923	C4orf39|152756	20.4917
C4orf3|401152	2577.5595	C4orf3|401152	4385.2299
C4orf41|60684	1236.682	C4orf41|60684	1063.1304
C4orf42|92070	561.9729	C4orf42|92070	311.2791
C4orf43|55319	584.6055	C4orf43|55319	297.1301
C4orf45|152940	6.8325	lowly_expressed	lowly_expressed
