gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
C4orf3|401152	2165.3765	C4orf3|401152	5042.4757
C4orf41|60684	2321.6045	C4orf41|60684	1226.1327
C4orf42|92070	237.8607	C4orf42|92070	279.5307
C4orf43|55319	397.2555	C4orf43|55319	347.0874
C4orf46|201725	248.7685	C4orf46|201725	186.8932
C4orf47|441054	10.2041	removed	removed
C4orf48|401115	33.0753	removed	removed
removed	removed	C4orf49|84709	59.466
C4orf50|389197	7.7410000000000005	removed	removed
C4orf52|389203	275.8621	C4orf52|389203	463.9968
C4orf6|10141	20.0563	removed	removed
removed	removed	C4orf7|260436	55.4207
C5AR1|728	49.2611	C5AR1|728	389.1586
C5orf13|9315	778.3251	C5orf13|9315	573.6246
C5orf15|56951	2808.9374	C5orf15|56951	1417.8803
removed	removed	C5orf20|140947	10.9223
C5orf22|55322	1434.2013	C5orf22|55322	476.9417
C5orf23|79614	105.9113	C5orf23|79614	3449.0291
C5orf24|134553	1682.266	C5orf24|134553	1612.4595
C5orf25|375484	356.7065	C5orf25|375484	215.6149
removed	removed	C5orf27|202299	13.3495
C5orf28|64417	818.0859	C5orf28|64417	195.7929
C5orf30|90355	1299.0852	C5orf30|90355	934.0615
C5orf32|84418	292.7516	C5orf32|84418	1175.1618
C5orf33|133686	1247.7129	C5orf33|133686	763.3495
C5orf34|375444	72.836	C5orf34|375444	37.6214
C5orf35|133383	117.171	C5orf35|133383	138.754
C5orf36|285600	123.8564	C5orf36|285600	84.9515
C5orf38|153571	17.5932	C5orf38|153571	29.1262
C5orf39|389289	12.6671	C5orf39|389289	54.2071
C5orf41|153222	358.9022	C5orf41|153222	1443.7702
C5orf42|65250	238.2125	C5orf42|65250	648.4628
C5orf43|643155	2203.3779	C5orf43|643155	1040.0485
C5orf44|80006	1028.8529	C5orf44|80006	446.962
C5orf45|51149	145.0211	C5orf45|51149	168.3091
removed	removed	C5orf46|389336	10.1133
C5orf49|134121	51.0204	C5orf49|134121	5.6634
C5orf4|10826	270.5841	C5orf4|10826	3258.4951
C5orf51|285636	1023.9268	C5orf51|285636	1122.9773
C5orf53|492311	270.936	C5orf53|492311	901.2945
C5orf54|63920	98.5222	C5orf54|63920	223.7055
C5orf55|116349	19.7044	C5orf55|116349	42.0712
C5orf56|441108	26.4215	C5orf56|441108	173.6812
C5orf62|85027	133.3568	C5orf62|85027	1383.0906
C5|727	214.6376	C5|727	247.1683
C6orf105|84830	15.1302	C6orf105|84830	42.8803
C6orf106|64771	2729.0640000000003	C6orf106|64771	4527.9126
C6orf108|10591	220.2674	C6orf108|10591	137.5405
C6orf114|85411	13.7227	C6orf114|85411	14.5631
C6orf115|58527	741.7312	C6orf115|58527	182.4434
C6orf120|387263	1578.7227	C6orf120|387263	1569.7735
removed	removed	C6orf122|401288	11.6626
removed	removed	C6orf123|26238	12.945
C6orf124|653483	30.2604	C6orf124|653483	15.7767
C6orf125|84300	674.1414	C6orf125|84300	288.6812
C6orf129|154467	233.2864	C6orf129|154467	49.7573
C6orf130|221443	320.5102	C6orf130|221443	466.4159
C6orf132|647024	187.1921	C6orf132|647024	76.8608
C6orf134|79969	180.1548	C6orf134|79969	103.9644
C6orf136|221545	258.2688	C6orf136|221545	138.3495
C6orf138|442213	8.4448	C6orf138|442213	30.3398
C6orf141|135398	24.2787	C6orf141|135398	73.2201
removed	removed	C6orf142|90523	7.6861
C6orf145|221749	90.7811	C6orf145|221749	1391.5858
C6orf147|387097	10.0774	removed	removed
C6orf150|115004	173.1175	C6orf150|115004	54.2071
C6orf153|88745	796.6221	C6orf153|88745	476.9417
C6orf154|221424	16.1858	removed	removed
C6orf155|79940	8.7966	C6orf155|79940	38.4304
C6orf162|57150	57.3047	C6orf162|57150	114.8746
removed	removed	C6orf163|206412	14.1586
C6orf164|63914	6.031000000000001	C6orf164|63914	14.1707
C6orf165|154313	71.1612	C6orf165|154313	14.2435
C6orf167|253714	236.1013	C6orf167|253714	235.4369
C6orf168|84553	214.6376	C6orf168|84553	94.6602
C6orf170|221322	369.4581	C6orf170|221322	112.4595
C6orf174|387104	26.038	C6orf174|387104	98.038
C6orf182|285753	284.3068	C6orf182|285753	191.343
removed	removed	C6orf186|728464	12.945
C6orf192|116843	51.7241	C6orf192|116843	506.06800000000004
C6orf1|221491	171.3582	C6orf1|221491	155.3398
removed	removed	C6orf201|404220	21.0437
C6orf203|51250	339.5496	C6orf203|51250	283.5761
C6orf204|387119	45.0387	C6orf204|387119	106.7961
C6orf211|79624	8975.7213	C6orf211|79624	824.4337
C6orf217|100131814	9.8522	C6orf217|100131814	6.068
C6orf225|619208	178.0436	C6orf225|619208	226.5372
C6orf226|441150	15.4821	C6orf226|441150	33.1715
C6orf26|401251	18.297	C6orf26|401251	12.0307
C6orf27|80737	82.3364	C6orf27|80737	17.7994
C6orf35|729515	224.1379	C6orf35|729515	571.6019
C6orf47|57827	374.7361	C6orf47|57827	484.2233
C6orf48|50854	1404.9965	C6orf48|50854	1150.89
C6orf52|347744	7.0373	C6orf52|347744	6.068
C6orf57|135154	249.1203	C6orf57|135154	108.8188
removed	removed	C6orf59|79992	10.9223
C6orf62|81688	8463.8177	C6orf62|81688	3671.5291
C6orf64|55776	631.2456	C6orf64|55776	513.3495
C6orf70|55780	877.551	C6orf70|55780	281.9579
C6orf72|116254	1967.6284	C6orf72|116254	1291.2621
C6orf89|221477	3426.8121	C6orf89|221477	4442.1521
C6orf97|80129	1019.7044	C6orf97|80129	641.9903
C6|729	13.7227	C6|729	220.4693
C7orf10|79783	14.7783	C7orf10|79783	44.4984
C7orf11|136647	328.2899	C7orf11|136647	220.8738
C7orf13|129790	57.7058	C7orf13|129790	94.2557
C7orf23|79161	220.2674	C7orf23|79161	329.288
C7orf25|79020	395.4363	C7orf25|79020	343.5963
C7orf26|79034	555.5947	C7orf26|79034	354.7735
C7orf27|221927	770.936	C7orf27|221927	438.1068
C7orf28A|51622	1962.7023	C7orf28A|51622	935.2751
C7orf28B|221960	1177.3399	C7orf28B|221960	603.5599
C7orf29|113763	133.0049	C7orf29|113763	113.6731
C7orf30|115416	243.4905	C7orf30|115416	233.8188
C7orf31|136895	99.9296	C7orf31|136895	172.3301
C7orf36|57002	216.3969	C7orf36|57002	163.0259
C7orf40|285958	179.4511	C7orf40|285958	136.3269
C7orf41|222166	1245.9536	C7orf41|222166	12538.0259
C7orf42|55069	2790.9923	C7orf42|55069	3474.5146
C7orf43|55262	212.5264	C7orf43|55262	108.4142
C7orf44|55744	747.3610000000001	C7orf44|55744	512.5405
C7orf46|340277	10.5559	C7orf46|340277	80.5016
C7orf47|221908	67.2062	C7orf47|221908	44.9029
C7orf49|78996	481.0134	C7orf49|78996	518.7581
C7orf50|84310	455.3132	C7orf50|84310	344.2557
removed	removed	C7orf51|222950	19.4175
C7orf53|286006	18.297	C7orf53|286006	42.4757
C7orf55|154791	61.6397	C7orf55|154791	129.4498
C7orf58|79974	314.9191	C7orf58|79974	4904.1262
C7orf59|389541	448.2759	C7orf59|389541	552.9935
C7orf60|154743	230.8234	C7orf60|154743	356.3916
C7orf63|79846	102.0408	C7orf63|79846	207.9288
C7orf64|84060	296.974	C7orf64|84060	391.1812
C7orf68|29923	173.1175	C7orf68|29923	348.301
C7orf70|84792	732.5827	C7orf70|84792	448.6246
C7|730	226.2491	C7|730	3267.7994
C8orf30A|51236	633.7087	C8orf30A|51236	243.5275
removed	removed	C8orf31|286122	14.9676
C8orf33|65265	1397.6073	C8orf33|65265	1200.6472
removed	removed	C8orf34|116328	52.589
C8orf37|157657	312.1042	C8orf37|157657	72.8155
C8orf38|137682	1257.917	C8orf38|137682	129.4498
removed	removed	C8orf39|55472	5.6634
C8orf40|114926	291.3441	C8orf40|114926	642.7994
C8orf41|80185	190.2463	C8orf41|80185	217.6901
C8orf42|157695	125.9676	C8orf42|157695	355.5825
C8orf44|56260	30.9184	C8orf44|56260	40.626999999999995
removed	removed	C8orf45|157777	52.1845
C8orf46|254778	9.8522	C8orf46|254778	48.1392
removed	removed	C8orf47|203111	8.0906
C8orf48|157773	27.0936	C8orf48|157773	41.6667
C8orf4|56892	125.2639	C8orf4|56892	391.5858
C8orf51|78998	64.7431	C8orf51|78998	9.7087
C8orf55|51337	882.829	C8orf55|51337	393.2039
C8orf58|541565	48.9092	C8orf58|541565	166.2621
C8orf59|401466	638.6805	C8orf59|401466	476.1812
C8orf73|642475	355.0317	C8orf73|642475	33.1715
C8orf76|84933	816.3688	C8orf76|84933	319.5793
C8orf77|286103	7.0373	C8orf77|286103	5.2589
C8orf79|57604	59.817	C8orf79|57604	231.7961
removed	removed	C8orf80|389643	18.2039
C8orf83|286144	2146.3758	C8orf83|286144	734.6278
C8orf84|157869	42.5757	C8orf84|157869	190.1294
C8orf85|441376	1538.3533	C8orf85|441376	88.5922
C9orf100|84904	80.1619	C9orf100|84904	38.1796
C9orf102|375748	200.8339	C9orf102|375748	259.2112
C9orf103|414328	48.5574	C9orf103|414328	146.4401
C9orf109|286333	41.1682	C9orf109|286333	38.0259
C9orf110|100128385	282.1956	C9orf110|100128385	252.4272
C9orf114|51490	304.5109	C9orf114|51490	186.873
C9orf116|138162	130.5419	C9orf116|138162	27.1036
C9orf117|286207	11.2597	removed	removed
C9orf119|375757	244.898	C9orf119|375757	206.3107
C9orf122|158228	27.0936	C9orf122|158228	6.877000000000001
C9orf123|90871	222.0267	C9orf123|90871	571.1974
C9orf125|84302	7.3892	C9orf125|84302	188.5113
C9orf128|392307	5.9817	removed	removed
C9orf129|445577	103.9374	C9orf129|445577	63.0138
C9orf130|100128782	123.962	C9orf130|100128782	142.4434
removed	removed	C9orf139|401563	5.0769
C9orf140|89958	308.5855	C9orf140|89958	23.8673
C9orf142|286257	137.5792	C9orf142|286257	86.5696
C9orf150|286343	213.582	C9orf150|286343	413.0259
C9orf152|401546	262.4912	C9orf152|401546	110.4369
C9orf156|51531	232.5827	C9orf156|51531	240.6958
C9orf163|158055	9.5004	removed	removed
C9orf167|54863	33.779	C9orf167|54863	123.3819
C9orf169|375791	16.2738	removed	removed
C9orf16|79095	296.6221	C9orf16|79095	279.1262
C9orf172|389813	19.7044	removed	removed
C9orf21|195827	51.7241	C9orf21|195827	283.9806
C9orf23|138716	122.8008	C9orf23|138716	166.6667
removed	removed	C9orf24|84688	7.2816
C9orf25|203259	203.3779	C9orf25|203259	489.4822
C9orf30|91283	174.7185	C9orf30|91283	206.8244
C9orf37|85026	64.0394	C9orf37|85026	87.7832
C9orf3|84909	195.2991	C9orf3|84909	368.2727
C9orf40|55071	69.3174	C9orf40|55071	195.7929
C9orf41|138199	418.0155	C9orf41|138199	176.3754
C9orf43|257169	28.5011	C9orf43|257169	7.2816
C9orf45|81571	263.1949	C9orf45|81571	109.6278
C9orf46|55848	186.1365	C9orf46|55848	263.754
C9orf47|286223	8.8353	C9orf47|286223	10.1335
C9orf5|23731	2468.6839999999997	C9orf5|23731	4972.0874
C9orf64|84267	685.0809	C9orf64|84267	439.3204
removed	removed	C9orf66|157983	24.3204
C9orf68|55064	34.1309	C9orf68|55064	40.0485
C9orf69|90120	501.7593	C9orf69|90120	484.6278
C9orf6|54942	459.8874	C9orf6|54942	424.3528
C9orf72|203228	250.1759	C9orf72|203228	332.1197
C9orf78|51759	1091.133	C9orf78|51759	1201.0518
C9orf7|11094	528.5011	C9orf7|11094	137.1359
C9orf80|58493	476.4251	C9orf80|58493	235.4369
C9orf82|79886	306.4743	C9orf82|79886	295.712
C9orf85|138241	119.9859	C9orf85|138241	199.8382
C9orf86|55684	1520.4082	C9orf86|55684	1017.3948
C9orf89|84270	80.9289	C9orf89|84270	86.5696
C9orf91|203197	1358.9022	C9orf91|203197	643.6084
C9orf93|203238	48.5574	C9orf93|203238	84.1424
C9orf95|54981	241.7312	C9orf95|54981	575.6472
removed	removed	C9orf96|169436	7.6861
C9orf98|158067	72.836	C9orf98|158067	19.822
C9orf9|11092	118.5785	C9orf9|11092	137.5405
C9|735	41.8719	removed	removed
CA11|770	15.1302	CA11|770	122.1683
CA12|771	14724.4898	CA12|771	1376.2136
CA13|377677	42.2238	CA13|377677	70.4126
CA14|23632	12.3153	removed	removed
CA2|760	285.7143	CA2|760	87.7832
removed	removed	CA3|761	81.2864
removed	removed	CA4|762	576.0518
CA5BP|340591	88.3181	CA5BP|340591	129.8544
CA5B|11238	160.1759	CA5B|11238	585.9264
removed	removed	CA6|765	12.5405
CA8|767	279.0289	CA8|767	166.2621
CAB39L|81617	1449.6833	CAB39L|81617	2292.8803
CAB39|51719	2202.3223	CAB39|51719	3078.8835
CABC1|56997	2678.2336	CABC1|56997	2996.6667
CABIN1|23523	2201.2667	CABIN1|23523	1046.1165
CABLES1|91768	901.4778	CABLES1|91768	1347.0874
CABLES2|81928	424.349	CABLES2|81928	87.7832
removed	removed	CABP1|9478	23.0583
CABP4|57010	94.5179	CABP4|57010	19.822
CABYR|26256	197.7481	CABYR|26256	44.9029
CACHD1|57685	162.9134	CACHD1|57685	1385.1133
CACNA1A|773	5.6298	CACNA1A|773	24.2718
CACNA1B|774	127.727	removed	removed
CACNA1C|775	146.7277	CACNA1C|775	389.9676
CACNA1D|776	336.7347	CACNA1D|776	44.0939
CACNA1E|777	181.5623	removed	removed
removed	removed	CACNA1G|8913	22.6537
CACNA1H|8912	4624.3455	CACNA1H|8912	180.4207
CACNA1I|8911	416.9599	removed	removed
CACNA2D1|781	73.1879	CACNA2D1|781	1279.5307
CACNA2D2|9254	609.0781	CACNA2D2|9254	57.0388
CACNA2D3|55799	9.5004	CACNA2D3|55799	17.7994
CACNA2D4|93589	16.1858	CACNA2D4|93589	105.5825
CACNB1|782	262.1393	CACNB1|782	69.9838
CACNB2|783	9.5004	CACNB2|783	97.0874
CACNB3|784	626.6714	CACNB3|784	149.2718
CACNB4|785	17.9451	CACNB4|785	134.7087
CACNG4|27092	56.6502	CACNG4|27092	78.8835
CACYBP|27101	3859.2540000000004	CACYBP|27101	1212.7832
CADM1|23705	811.4004	CADM1|23705	387.5405
CADM2|253559	11.2597	CADM2|253559	86.9741
CADM3|57863	18.1457	CADM3|57863	939.2638
CADM4|199731	162.2097	CADM4|199731	259.3042
CADPS2|93664	1097.1147	CADPS2|93664	1032.3625
CAD|790	1401.126	CAD|790	853.5599
CALB2|794	6.6854	CALB2|794	2038.4304
CALCOCO1|57658	1473.9620000000002	CALCOCO1|57658	3614.4822
CALCOCO2|10241	9426.1084	CALCOCO2|10241	5077.2654
CALCRL|10203	717.8044	CALCRL|10203	1637.945
CALCR|799	82.6882	CALCR|799	61.8932
CALD1|800	3655.8761	CALD1|800	19391.1812
CALHM2|51063	421.1823	CALHM2|51063	1032.767
CALM1|801	4825.8269	CALM1|801	14021.0356
CALM2|805	9817.3821	CALM2|805	11371.3592
CALM3|808	2371.9212	CALM3|808	3667.8803
CALML3|810	16.5376	CALML3|810	29.5307
CALML4|91860	217.1006	CALML4|91860	379.4498
CALML5|51806	50.3167	CALML5|51806	57.0388
removed	removed	CALN1|83698	24.6764
CALR|811	16041.1682	CALR|811	9159.3851
CALU|813	4060.1689	CALU|813	5953.8835
CAMK1D|57118	61.2245	CAMK1D|57118	235.0324
CAMK1|8536	92.1569	CAMK1|8536	664.9798
CAMK2B|816	12.3153	removed	removed
CAMK2D|817	330.4011	CAMK2D|817	1451.8608
CAMK2G|818	1917.3118	CAMK2G|818	944.5793
CAMK2N1|55450	1225.1935	CAMK2N1|55450	775.0809
CAMK2N2|94032	20.4082	removed	removed
CAMK4|814	9.8522	CAMK4|814	8.0906
CAMKK1|84254	89.0218	CAMKK1|84254	164.2395
CAMKK2|10645	1714.6376	CAMKK2|10645	2327.2654
CAMLG|819	1131.9493	CAMLG|819	1074.4337
CAMSAP1L1|23271	6921.5341	CAMSAP1L1|23271	2117.3139
CAMSAP1|157922	903.5889999999999	CAMSAP1|157922	833.7379
CAMTA1|23261	576.0028	CAMTA1|23261	431.2298
CAMTA2|23125	796.2702	CAMTA2|23125	1050.5663
CAND1|55832	5065.095	CAND1|55832	2987.8641
CAND2|23066	46.798	CAND2|23066	98.7055
CANT1|124583	9471.4989	CANT1|124583	827.6699
CANX|821	24117.171000000002	CANX|821	18713.9968
CAP1|10487	19332.8642	CAP1|10487	8237.4595
CAP2|10486	675.2287	CAP2|10486	1430.0162
CAPG|822	194.5813	CAPG|822	903.3172
CAPN10|11132	128.86	CAPN10|11132	92.23299999999999
CAPN11|11131	64.0394	CAPN11|11131	76.0518
CAPN12|147968	25.3272	CAPN12|147968	51.4968
CAPN13|92291	1059.1133	CAPN13|92291	15.3722
CAPN14|440854	8.0929	removed	removed
CAPN1|823	1771.6397	CAPN1|823	2187.2977
CAPN2|824	4627.3751	CAPN2|824	7773.4628
CAPN3|825	8.1633	CAPN3|825	120.8536
CAPN5|726	145.3202	CAPN5|726	362.055
CAPN6|827	25.6861	CAPN6|827	96.6828
CAPN7|23473	1441.5904	CAPN7|23473	1095.8738
CAPN8|388743	875.4398	CAPN8|388743	35.1942
CAPN9|10753	762.8431	removed	removed
CAPNS1|826	1961.9986	CAPNS1|826	6472.8964
CAPRIN1|4076	10711.8227	CAPRIN1|4076	6830.5016
CAPRIN2|65981	213.582	CAPRIN2|65981	483.8188
CAPS2|84698	90.7811	CAPS2|84698	104.3689
CAPS|828	1145.3202	CAPS|828	53.3981
CAPZA1|829	3771.9916	CAPZA1|829	2942.1521
CAPZA2|830	2890.57	CAPZA2|830	3741.9094
CAPZB|832	2218.5081	CAPZB|832	4154.9353
CARD10|29775	671.8086	CARD10|29775	433.2524
CARD11|84433	11.2597	CARD11|84433	49.7573
CARD14|79092	306.8262	CARD14|79092	22.2492
CARD16|114769	17.9451	CARD16|114769	177.9935
CARD6|84674	109.43	CARD6|84674	867.7184
CARD8|22900	344.4757	CARD8|22900	920.3074
CARD9|64170	7.3892	CARD9|64170	21.8447
CARHSP1|23589	1027.5897	CARHSP1|23589	1221.3956
CARKD|55739	933.8494	CARKD|55739	834.9515
CARM1|10498	717.1006	CARM1|10498	591.8285
CARNS1|57571	7.3892	CARNS1|57571	21.8447
CARS2|79587	341.7417	CARS2|79587	442.3746
CARS|833	1400.7741	CARS|833	891.9903
CASC1|55259	23.9268	CASC1|55259	15.7767
CASC2|255082	43.9831	CASC2|255082	80.9061
CASC3|22794	5763.8987	CASC3|22794	3525.0809
CASC4|113201	4254.7502	removed	removed
CASC5|57082	416.9599	CASC5|57082	16.9903
CASD1|64921	788.1773	CASD1|64921	794.0939
CASKIN2|57513	681.1260000000001	CASKIN2|57513	942.2047
CASK|8573	1705.1372	CASK|8573	954.288
CASP10|843	591.4849	CASP10|843	616.9094
removed	removed	CASP12|120329	7.2816
CASP1|834	66.8543	CASP1|834	488.2686
CASP2|835	1181.9141	CASP2|835	828.8835
CASP3|836	1775.5102	CASP3|836	519.0129
CASP4|837	491.5552	CASP4|837	811.0841
CASP6|839	587.9662	CASP6|839	215.6149
CASP7|840	518.297	CASP7|840	769.822
CASP8AP2|9994	489.4441	CASP8AP2|9994	755.2589
CASP8|841	829.3455	CASP8|841	646.4401
CASP9|842	290.6404	CASP9|842	167.4757
removed	removed	CASQ1|844	20.6311
CASQ2|845	39.4089	CASQ2|845	343.4466
CASS4|57091	6.6854	CASS4|57091	39.644
CAST|831	4163.9268	CAST|831	8924.6845
CASZ1|54897	1942.9979	CASZ1|54897	259.3042
CATSPER2P1|440278	13.779000000000002	CATSPER2P1|440278	15.4045
CATSPER2|117155	17.9346	removed	removed
CATSPER3|347732	5.6545	removed	removed
CATSPERB|79820	6.6854	CATSPERB|79820	6.4725
removed	removed	CATSPERG|57828	10.5178
CAT|847	1939.4792	CAT|847	11853.5599
CAV1|857	902.1816	CAV1|857	29879.8544
CAV2|858	293.4553	CAV2|858	6508.8997
CBARA1|10367	3706.1928	CBARA1|10367	1285.5987
CBFA2T2|9139	869.4581	CBFA2T2|9139	677.5889999999999
CBFA2T3|863	432.4419	CBFA2T3|863	245.1456
CBFB|865	822.6601	CBFB|865	764.9676
CBLB|868	653.0612	CBLB|868	1158.5761
CBLC|23624	313.5116	CBLC|23624	20.2265
CBLL1|79872	808.9374	CBLL1|79872	826.0518
CBLN1|869	23.5749	CBLN1|869	111.24600000000001
CBLN3|643866	111.89299999999999	CBLN3|643866	118.5275
CBLN4|140689	8.4448	CBLN4|140689	100.7282
CBL|867	701.6186	CBL|867	1706.7152
CBR1|873	1290.5313	CBR1|873	770.5461
CBR3|874	58.0577	CBR3|874	450.6472
CBR4|84869	1079.1766	CBR4|84869	557.0388
CBS|875	905.7002	CBS|875	42.8803
CBWD1|55871	678.3955	CBWD1|55871	802.9935
CBWD2|150472	545.7424	CBWD2|150472	387.5405
CBWD3|445571	116.0556	CBWD3|445571	58.1594
CBWD6|644019	38.3533	CBWD6|644019	130.2589
CBX1|10951	2519.7044	CBX1|10951	1421.521
CBX2|84733	645.3202	CBX2|84733	70.7929
CBX3|11335	6797.3258	CBX3|11335	2175.5663
CBX4|8535	1667.8395	CBX4|8535	185.2751
CBX5|23468	7134.0605	CBX5|23468	3386.7314
CBX6|23466	476.7769	CBX6|23466	604.3689
CBX7|23492	586.2069	CBX7|23492	2100.3236
CBX8|57332	275.1583	CBX8|57332	40.0485
CBY1|25776	375.8902	CBY1|25776	570.1739
CC2D1A|54862	659.3948	CC2D1A|54862	489.8867
CC2D1B|200014	815.2709	CC2D1B|200014	641.1812
CC2D2A|57545	237.5088	CC2D2A|57545	714.8058
removed	removed	CC2D2B|387707	6.068
CCAR1|55749	2409.2189	CCAR1|55749	1244.3366
removed	removed	CCBE1|147372	108.8188
CCBL1|883	181.2104	CCBL1|883	59.0615
CCBL2|56267	353.8811	CCBL2|56267	698.2241
CCBP2|1238	16.5376	CCBP2|1238	214.8058
CCDC101|112869	237.1569	CCDC101|112869	233.4142
CCDC102A|92922	30.9641	CCDC102A|92922	139.1586
CCDC102B|79839	62.6319	CCDC102B|79839	95.0647
CCDC103|388389	191.0626	CCDC103|388389	63.9159
CCDC104|112942	960.2393	CCDC104|112942	682.4434
CCDC106|29903	88.67	CCDC106|29903	161.0032
CCDC107|203260	117.9381	CCDC107|203260	922.9854
CCDC108|255101	10.5559	removed	removed
CCDC109A|90550	1780.4363	CCDC109A|90550	618.123
CCDC109B|55013	79.1696	CCDC109B|55013	411.4078
CCDC110|256309	46.4462	CCDC110|256309	31.1489
CCDC111|201973	285.4152	CCDC111|201973	293.4102
CCDC112|153733	381.7734	CCDC112|153733	248.7864
CCDC113|29070	534.4863	CCDC113|29070	241.1003
CCDC114|93233	17.5932	removed	removed
CCDC115|84317	929.2752	CCDC115|84317	786.8123
CCDC117|150275	3223.7861	CCDC117|150275	1106.3916
CCDC11|220136	64.3913	CCDC11|220136	9.7087
CCDC120|90060	237.8607	CCDC120|90060	105.9871
CCDC121|79635	258.9726	CCDC121|79635	224.9191
CCDC122|160857	88.3181	CCDC122|160857	51.3754
CCDC123|84902	146.3758	CCDC123|84902	282.3625
CCDC124|115098	530.9641	CCDC124|115098	480.5825
CCDC125|202243	612.5968	CCDC125|202243	317.9612
CCDC126|90693	686.4884	CCDC126|90693	182.4434
CCDC127|133957	775.1583	CCDC127|133957	416.6667
removed	removed	CCDC129|223075	17.3948
CCDC12|151903	167.8395	CCDC12|151903	243.5275
CCDC130|81576	181.9141	CCDC130|81576	174.3528
CCDC132|55610	726.2491	CCDC132|55610	640.3722
CCDC134|79879	79.5215	CCDC134|79879	36.8123
CCDC136|64753	49.6129	CCDC136|64753	94.6602
CCDC137|339230	529.9085	CCDC137|339230	207.1197
CCDC138|165055	95.7072	CCDC138|165055	29.1262
removed	removed	CCDC13|152206	9.7087
removed	removed	CCDC141|285025	57.4434
CCDC142|84865	155.1724	CCDC142|84865	94.6602
removed	removed	CCDC144A|9720	56.5372
removed	removed	CCDC144B|284047	81.7395
CCDC146|57639	88.67	CCDC146|57639	253.6408
removed	removed	CCDC147|159686	21.4401
CCDC148|130940	49.2611	CCDC148|130940	6.877000000000001
CCDC149|91050	248.7685	CCDC149|91050	583.7379
CCDC14|64770	836.3828	CCDC14|64770	698.6246
CCDC150|284992	20.0563	CCDC150|284992	7.6861
CCDC152|100129792	28.9444	CCDC152|100129792	374.3042
CCDC153|283152	34.1309	removed	removed
CCDC154|645811	15.4821	removed	removed
CCDC157|550631	41.2104	removed	removed
removed	removed	CCDC158|339965	74.4337
CCDC159|126075	258.9726	CCDC159|126075	114.4822
CCDC15|80071	60.1689	CCDC15|80071	67.5566
CCDC160|347475	56.6502	CCDC160|347475	20.2265
CCDC163P|126661	25.3343	CCDC163P|126661	20.6311
removed	removed	CCDC17|149483	7.6861
CCDC18|343099	57.7199	CCDC18|343099	85.7686
CCDC19|25790	180.8586	CCDC19|25790	8.8997
CCDC21|64793	443.3498	CCDC21|64793	161.0032
CCDC22|28952	392.5229	CCDC22|28952	271.3794
CCDC23|374969	355.0317	CCDC23|374969	325.2427
CCDC24|149473	127.0654	CCDC24|149473	39.0898
CCDC25|55246	919.7748	CCDC25|55246	1362.4595
CCDC28A|25901	339.1977	CCDC28A|25901	500.4045
CCDC28B|79140	39.4089	CCDC28B|79140	25.89
CCDC30|728621	95.0035	CCDC30|728621	74.4337
CCDC34|91057	438.0718	CCDC34|91057	235.8414
removed	removed	CCDC36|339834	83.7379
CCDC39|339829	20.4082	CCDC39|339829	31.6909
