gene_id	TCGA-E9-A1N6-01A-11R-A144-07	gene_id	TCGA-E9-A1N6-11A-32R-A144-07
C6orf138|442213	10.9264	C6orf138|442213	13.0172
C6orf141|135398	53.6817	C6orf141|135398	53.9284
C6orf145|221749	493.1116	C6orf145|221749	1783.8215
C6orf147|387097	6.5273	C6orf147|387097	5.1139
C6orf150|115004	127.791	C6orf150|115004	72.9893
C6orf153|88745	807.1259	C6orf153|88745	543.0033
C6orf154|221424	40.38	C6orf154|221424	12.0874
lowly_expressed	lowly_expressed	C6orf155|79940	74.8489
lowly_expressed	lowly_expressed	C6orf15|29113	50.6741
C6orf162|57150	48.8789	C6orf162|57150	144.4537
lowly_expressed	lowly_expressed	C6orf163|206412	6.0437
C6orf164|63914	5.2779	C6orf164|63914	8.4984
C6orf165|154313	37.1259	C6orf165|154313	13.4914
C6orf167|253714	272.6841	C6orf167|253714	251.9758
C6orf168|84553	253.6817	C6orf168|84553	146.4435
C6orf170|221322	51.7815	C6orf170|221322	136.6806
C6orf174|387104	58.9074	C6orf174|387104	110.4695
lowly_expressed	lowly_expressed	C6orf176|90632	6.0437
C6orf182|285753	138.7173	C6orf182|285753	114.8303
lowly_expressed	lowly_expressed	C6orf186|728464	14.8768
C6orf192|116843	93.1116	C6orf192|116843	532.7755
C6orf1|221491	244.6556	C6orf1|221491	146.4435
lowly_expressed	lowly_expressed	C6orf201|404220	6.0437
C6orf203|51250	204.7506	C6orf203|51250	179.9163
C6orf204|387119	19.4774	C6orf204|387119	42.7708
lowly_expressed	lowly_expressed	C6orf208|80069	5.9693
C6orf211|79624	2401.4252	C6orf211|79624	627.1502
lowly_expressed	lowly_expressed	C6orf217|100131814	8.8331
lowly_expressed	lowly_expressed	C6orf223|221416	12.0874
C6orf225|619208	91.6865	C6orf225|619208	160.8554
C6orf226|441150	56.5321	C6orf226|441150	34.8675
C6orf26|401251	13.790999999999999	C6orf26|401251	25.3789
C6orf27|80737	10.4513	C6orf27|80737	46.49
C6orf35|729515	289.7862	C6orf35|729515	470.9437
lowly_expressed	lowly_expressed	C6orf41|100133205	6.5086
C6orf47|57827	725.4157	C6orf47|57827	649.4654
C6orf48|50854	592.399	C6orf48|50854	1555.0907
C6orf52|347744	14.7268	C6orf52|347744	5.5788
C6orf57|135154	54.1568	C6orf57|135154	97.1641
lowly_expressed	lowly_expressed	C6orf59|79992	7.4384
C6orf62|81688	4010.3563	C6orf62|81688	2494.198
C6orf64|55776	561.9952	C6orf64|55776	571.8271
C6orf70|55780	301.1876	C6orf70|55780	308.6936
C6orf72|116254	733.0166	C6orf72|116254	845.1883
C6orf89|221477	1697.3872	C6orf89|221477	3456.5318
C6orf97|80129	442.7553	C6orf97|80129	321.2459
lowly_expressed	lowly_expressed	C6|729	72.9893
C7orf10|79783	107.3634	C7orf10|79783	23.245
C7orf11|136647	240.8551	C7orf11|136647	279.4049
C7orf13|129790	117.3397	C7orf13|129790	125.523
C7orf23|79161	118.6318	C7orf23|79161	311.855
C7orf25|79020	405.4014	C7orf25|79020	253.1241
C7orf26|79034	574.3468	C7orf26|79034	601.1158
C7orf27|221927	1492.1615	C7orf27|221927	660.623
C7orf28A|51622	963.4204	C7orf28A|51622	839.1446
C7orf28B|221960	1019.0024	C7orf28B|221960	410.0418
C7orf29|113763	68.8836	C7orf29|113763	187.8196
C7orf30|115416	203.3254	C7orf30|115416	256.6248
C7orf31|136895	79.81	C7orf31|136895	112.5058
C7orf36|57002	165.3207	C7orf36|57002	158.066
C7orf40|285958	195.7245	C7orf40|285958	366.3412
C7orf41|222166	335.86699999999996	C7orf41|222166	3689.9117
C7orf42|55069	2641.3302	C7orf42|55069	3021.3854
C7orf43|55262	467.9335	C7orf43|55262	241.2831
C7orf44|55744	470.3088	C7orf44|55744	503.0219
C7orf46|340277	12.3515	C7orf46|340277	159.9256
C7orf47|221908	143.4679	C7orf47|221908	87.4012
C7orf49|78996	546.8361	C7orf49|78996	394.7931
C7orf50|84310	1749.1686	C7orf50|84310	609.484
lowly_expressed	lowly_expressed	C7orf51|222950	34.8675
C7orf53|286006	14.2518	C7orf53|286006	23.7099
C7orf55|154791	92.1615	C7orf55|154791	176.662
C7orf58|79974	88.8361	C7orf58|79974	1259.4142
C7orf59|389541	449.4062	C7orf59|389541	674.57
C7orf60|154743	193.8242	C7orf60|154743	330.079
C7orf61|402573	6.1758	C7orf61|402573	6.0437
C7orf63|79846	88.8361	C7orf63|79846	219.8977
C7orf64|84060	145.8432	C7orf64|84060	228.7308
C7orf68|29923	550.1188	C7orf68|29923	388.6564
C7orf70|84792	513.5392	C7orf70|84792	407.2524
C7|730	6.1758	C7|730	2959.5537
C8ORFK29|340393	6.6793	lowly_expressed	lowly_expressed
C8orf30A|51236	2006.1758	C8orf30A|51236	331.4737
C8orf31|286122	8.076	C8orf31|286122	8.8331
C8orf33|65265	1933.0166	C8orf33|65265	1129.2422
C8orf34|116328	6.6508	C8orf34|116328	18.1311
C8orf37|157657	42.7553	C8orf37|157657	81.8224
C8orf38|137682	308.3135	C8orf38|137682	139.47
C8orf39|55472	9.9762	lowly_expressed	lowly_expressed
C8orf40|114926	550.5938	C8orf40|114926	625.2906
C8orf41|80185	290.0285	C8orf41|80185	209.6932
C8orf42|157695	285.5107	C8orf42|157695	435.1464
C8orf44|56260	28.2565	C8orf44|56260	33.6588
C8orf45|157777	48.4561	C8orf45|157777	25.5695
C8orf46|254778	9.5012	C8orf46|254778	27.4291
C8orf47|203111	5.7007	C8orf47|203111	27.894000000000002
C8orf48|157773	9.9762	C8orf48|157773	28.3589
C8orf4|56892	222.8029	C8orf4|56892	1392.3756
C8orf51|78998	76.4846	C8orf51|78998	28.3589
C8orf55|51337	1060.3325	C8orf55|51337	609.484
C8orf58|541565	229.4537	C8orf58|541565	252.4407
C8orf59|401466	603.601	C8orf59|401466	374.0958
C8orf73|642475	103.0879	C8orf73|642475	47.4198
C8orf76|84933	943.5059	C8orf76|84933	252.4733
lowly_expressed	lowly_expressed	C8orf79|57604	429.1027
lowly_expressed	lowly_expressed	C8orf80|389643	26.4993
C8orf83|286144	498.3373	C8orf83|286144	472.8033
C8orf84|157869	1371.4964	C8orf84|157869	272.4314
C8orf85|441376	553.9192	C8orf85|441376	538.8192
C9orf100|84904	150.5321	C9orf100|84904	43.7703
C9orf102|375748	83.4157	C9orf102|375748	179.9814
C9orf103|414328	60.3325	C9orf103|414328	92.5151
C9orf109|286333	19.0024	C9orf109|286333	21.3854
C9orf110|100128385	122.0903	C9orf110|100128385	136.6806
C9orf114|51490	599.3112	C9orf114|51490	366.676
C9orf116|138162	343.4679	C9orf116|138162	34.4026
C9orf117|286207	7.1259	C9orf117|286207	8.3682
C9orf119|375757	228.0285	C9orf119|375757	237.09900000000002
C9orf122|158228	46.5558	C9orf122|158228	32.543
C9orf123|90871	400.0	C9orf123|90871	562.994
C9orf125|84302	21.3777	C9orf125|84302	144.5839
C9orf129|445577	79.9857	C9orf129|445577	72.3245
C9orf130|100128782	87.62	C9orf130|100128782	178.6797
C9orf140|89958	1087.886	C9orf140|89958	179.9163
C9orf142|286257	449.8812	C9orf142|286257	188.7494
C9orf150|286343	1884.5606	C9orf150|286343	391.9107
C9orf152|401546	403.3254	C9orf152|401546	180.8461
C9orf156|51531	205.7007	C9orf156|51531	344.026
C9orf167|54863	86.9359	C9orf167|54863	104.1376
C9orf169|375791	5.7957	lowly_expressed	lowly_expressed
C9orf16|79095	553.9192	C9orf16|79095	406.3226
C9orf172|389813	16.152	lowly_expressed	lowly_expressed
C9orf21|195827	161.9952	C9orf21|195827	258.0195
C9orf23|138716	283.1354	C9orf23|138716	270.1069
lowly_expressed	lowly_expressed	C9orf24|84688	5.1139
C9orf25|203259	1014.2518	C9orf25|203259	545.7927
C9orf30|91283	383.9477	C9orf30|91283	186.8898
C9orf37|85026	99.2874	C9orf37|85026	133.4263
C9orf3|84909	301.848	C9orf3|84909	339.9628
C9orf40|55071	99.2874	C9orf40|55071	117.6197
C9orf41|138199	161.0404	C9orf41|138199	142.2594
lowly_expressed	lowly_expressed	C9orf43|257169	9.7629
C9orf45|81571	112.11399999999999	C9orf45|81571	178.0567
C9orf46|55848	407.1259	C9orf46|55848	200.3719
C9orf47|286223	15.6865	C9orf47|286223	11.6225
C9orf5|23731	1505.4632	C9orf5|23731	2496.0483
C9orf64|84267	343.94300000000004	C9orf64|84267	355.6485
C9orf66|157983	10.9264	C9orf66|157983	16.7364
lowly_expressed	lowly_expressed	C9orf68|55064	79.4979
C9orf69|90120	1057.9572	C9orf69|90120	642.0269999999999
C9orf6|54942	386.2233	C9orf6|54942	417.0153
C9orf72|203228	119.2399	C9orf72|203228	315.2022
C9orf78|51759	1369.1211	C9orf78|51759	1285.9135
C9orf7|11094	954.8694	C9orf7|11094	372.3849
C9orf80|58493	255.5819	C9orf80|58493	233.3798
C9orf82|79886	314.4893	C9orf82|79886	374.2445
C9orf84|158401	16.152	lowly_expressed	lowly_expressed
C9orf85|138241	60.3325	C9orf85|138241	134.821
C9orf86|55684	3577.6722	C9orf86|55684	1490.0046
C9orf89|84270	769.1211	C9orf89|84270	191.5388
C9orf91|203197	1031.829	C9orf91|203197	612.2734
C9orf93|203238	42.7553	C9orf93|203238	79.9628
C9orf95|54981	314.4893	C9orf95|54981	449.5583
C9orf96|169436	8.5511	C9orf96|169436	10.6927
C9orf98|158067	100.2375	C9orf98|158067	31.6132
C9orf9|11092	182.4228	C9orf9|11092	171.5481
CA11|770	13.7767	CA11|770	271.0367
CA12|771	17939.6675	CA12|771	2907.02
CA13|377677	21.3777	CA13|377677	188.2473
lowly_expressed	lowly_expressed	CA14|23632	7.9033
CA2|760	398.0998	CA2|760	211.5295
lowly_expressed	lowly_expressed	CA3|761	107.89399999999999
lowly_expressed	lowly_expressed	CA4|762	309.1585
CA5BP|340591	216.6271	CA5BP|340591	248.2566
CA5B|11238	246.6413	CA5B|11238	511.2552
lowly_expressed	lowly_expressed	CA6|765	6.9735
CA8|767	103.5629	CA8|767	209.205
CA9|768	26.2993	lowly_expressed	lowly_expressed
CAB39L|81617	409.0261	CAB39L|81617	1416.5504
CAB39|51719	1605.2257	CAB39|51719	2060.9019
CABC1|56997	371.5819	CABC1|56997	2099.6374
CABIN1|23523	2128.7411	CABIN1|23523	1411.9014
CABLES1|91768	776.247	CABLES1|91768	920.5021
CABLES2|81928	455.5819	CABLES2|81928	218.9679
lowly_expressed	lowly_expressed	CABP1|9478	11.1576
lowly_expressed	lowly_expressed	CABP4|57010	14.4956
CABP7|164633	6.095	lowly_expressed	lowly_expressed
CABYR|26256	465.0831	CABYR|26256	84.1469
CACHD1|57685	166.7458	CACHD1|57685	1658.2985
CACNA1A|773	14.2518	CACNA1A|773	13.947000000000001
CACNA1B|774	40.8551	lowly_expressed	lowly_expressed
CACNA1C|775	177.1971	CACNA1C|775	507.6709
CACNA1D|776	78.8599	CACNA1D|776	80.4277
lowly_expressed	lowly_expressed	CACNA1F|778	20.9205
CACNA1G|8913	18.5273	CACNA1G|8913	54.3933
CACNA1H|8912	802.8504	CACNA1H|8912	105.0674
CACNA1I|8911	125.8907	CACNA1I|8911	24.1748
CACNA2D1|781	64.6081	CACNA2D1|781	239.8884
CACNA2D2|9254	113.0641	CACNA2D2|9254	111.57600000000001
CACNA2D3|55799	5.2257	CACNA2D3|55799	26.4993
CACNA2D4|93589	38.4798	CACNA2D4|93589	67.4105
CACNB1|782	75.5344	CACNB1|782	136.6806
CACNB2|783	9.5012	CACNB2|783	35.7973
CACNB3|784	1212.3515	CACNB3|784	297.536
CACNB4|785	12.8266	CACNB4|785	84.6118
CACNG1|786	39.905	lowly_expressed	lowly_expressed
CACNG4|27092	2596.1995	CACNG4|27092	278.4751
CACYBP|27101	2531.5914	CACYBP|27101	903.7657
CADM1|23705	1338.2423	CADM1|23705	740.1209
CADM2|253559	5.2257	CADM2|253559	17.6662
CADM3|57863	7.1401	CADM3|57863	384.3608
CADM4|199731	1269.8337	CADM4|199731	547.1874
CADPS2|93664	714.4893	CADPS2|93664	930.265
CADPS|8618	28.5036	lowly_expressed	lowly_expressed
CAD|790	959.62	CAD|790	1336.1227
CALB2|794	322.5653	CALB2|794	860.0651
CALCA|796	11.8765	lowly_expressed	lowly_expressed
CALCB|797	8.5511	lowly_expressed	lowly_expressed
CALCOCO1|57658	1067.4584	CALCOCO1|57658	3348.675
CALCOCO2|10241	1814.7268	CALCOCO2|10241	2787.0758
CALCRL|10203	351.0689	CALCRL|10203	631.3343
lowly_expressed	lowly_expressed	CALCR|799	17.2013
CALD1|800	10016.6271	CALD1|800	11065.5509
CALHM2|51063	631.3539	CALHM2|51063	728.0335
CALM1|801	5693.5867	CALM1|801	6885.1697
CALM2|805	12740.1425	CALM2|805	10403.9981
CALM3|808	4774.8219	CALM3|808	3510.4603
lowly_expressed	lowly_expressed	CALML3|810	187.3547
CALML4|91860	178.6223	CALML4|91860	319.8512
lowly_expressed	lowly_expressed	CALML5|51806	203.6262
CALN1|83698	9.0261	CALN1|83698	10.6927
CALR|811	26923.9905	CALR|811	9919.5723
CALU|813	7272.209	CALU|813	3245.9321
CAMK1D|57118	66.0333	CAMK1D|57118	87.8661
CAMK1|8536	152.6936	CAMK1|8536	421.1437
CAMK2A|815	16.152	lowly_expressed	lowly_expressed
CAMK2B|816	134.9169	CAMK2B|816	93.4449
CAMK2D|817	1277.9097	CAMK2D|817	1079.4979
CAMK2G|818	746.7933	CAMK2G|818	821.0135
CAMK2N1|55450	778.1473	CAMK2N1|55450	755.9275
CAMK2N2|94032	15.677	lowly_expressed	lowly_expressed
CAMK4|814	13.3017	CAMK4|814	13.947000000000001
CAMKK1|84254	284.0855	CAMKK1|84254	319.8512
CAMKK2|10645	1377.6722	CAMKK2|10645	1795.9089
CAMLG|819	735.867	CAMLG|819	983.2636
CAMSAP1L1|23271	1318.2898	CAMSAP1L1|23271	1512.7848
CAMSAP1|157922	1582.4228	CAMSAP1|157922	1076.2436
CAMTA1|23261	333.9667	CAMTA1|23261	589.9582
CAMTA2|23125	481.7102	CAMTA2|23125	1242.6778
CAND1|55832	4232.304	CAND1|55832	2574.1516
CAND2|23066	6.6508	CAND2|23066	112.0409
CANT1|124583	1824.7031	CANT1|124583	1083.682
CANX|821	18445.1306	CANX|821	16324.5002
CAP1|10487	8280.285	CAP1|10487	5903.3008
CAP2|10486	625.1781	CAP2|10486	578.8006
CAPG|822	3311.1639	CAPG|822	2005.1139
CAPN10|11132	227.4109	CAPN10|11132	216.3412
CAPN11|11131	5.7007	CAPN11|11131	60.437
CAPN12|147968	44.8409	CAPN12|147968	71.2924
CAPN13|92291	575.7719999999999	CAPN13|92291	123.6634
lowly_expressed	lowly_expressed	CAPN14|440854	6.0437
CAPN1|823	6368.9121	CAPN1|823	3622.5012
CAPN2|824	7039.905	CAPN2|824	5352.8591
CAPN3|825	24.7031	CAPN3|825	278.9121
CAPN5|726	161.0451	CAPN5|726	293.8168
lowly_expressed	lowly_expressed	CAPN6|827	503.0219
CAPN7|23473	758.6698	CAPN7|23473	1100.8833
CAPN8|388743	19.0024	CAPN8|388743	134.3561
CAPN9|10753	16.152	lowly_expressed	lowly_expressed
CAPNS1|826	7317.3397	CAPNS1|826	5824.2678
CAPRIN1|4076	8476.0095	CAPRIN1|4076	5988.3775
CAPRIN2|65981	214.2518	CAPRIN2|65981	288.7029
CAPS2|84698	37.0546	CAPS2|84698	50.6741
CAPSL|133690	13.7767	lowly_expressed	lowly_expressed
CAPS|828	621.3777	CAPS|828	117.6197
CAPZA1|829	4004.2755	CAPZA1|829	1964.6676
CAPZA2|830	1834.6793	CAPZA2|830	2265.9228
lowly_expressed	lowly_expressed	CAPZA3|93661	6.9735
CAPZB|832	5969.5962	CAPZB|832	3323.1055
CARD10|29775	613.8147	CARD10|29775	656.4389
CARD11|84433	98.8124	CARD11|84433	189.2143
CARD14|79092	192.8741	CARD14|79092	131.1018
CARD16|114769	98.3373	CARD16|114769	71.1297
CARD6|84674	162.4703	CARD6|84674	391.9107
CARD8|22900	483.6105	CARD8|22900	810.3208
CARD9|64170	129.6912	CARD9|64170	136.2157
CARHSP1|23589	1670.8979	CARHSP1|23589	1283.0962
CARKD|55739	857.9572	CARKD|55739	976.755
CARM1|10498	1448.9311	CARM1|10498	842.3989
CARNS1|57571	6.6508	CARNS1|57571	30.2185
CARS2|79587	706.2993	CARS2|79587	597.3501
CARS|833	2604.7506	CARS|833	887.9591
CASC1|55259	22.8029	CASC1|55259	52.5337
CASC2|255082	32.7791	CASC2|255082	40.9112
CASC3|22794	1471.734	CASC3|22794	3193.8633
CASC4|113201	3067.9335	CASC4|113201	2664.3422
CASC5|57082	308.7886	CASC5|57082	17.2013
CASD1|64921	442.7553	CASD1|64921	658.7634
CASKIN1|57524	15.9192	CASKIN1|57524	19.5072
CASKIN2|57513	493.0831	CASKIN2|57513	1557.3315
CASK|8573	1697.8622	CASK|8573	1243.6076
CASP10|843	409.5012	CASP10|843	397.0246
lowly_expressed	lowly_expressed	CASP12|120329	6.0437
CASP14|23581	156.7696	lowly_expressed	lowly_expressed
CASP1|834	312.5891	CASP1|834	536.4947
CASP2|835	1114.9644	CASP2|835	1077.6383
CASP3|836	1383.848	CASP3|836	490.0046
CASP4|837	989.0736	CASP4|837	915.3882
CASP6|839	807.6010000000001	CASP6|839	283.1241
CASP7|840	935.3919	CASP7|840	543.9331
CASP8AP2|9994	522.0903	CASP8AP2|9994	567.643
CASP8|841	656.057	CASP8|841	433.2868
CASP9|842	256.057	CASP9|842	316.132
CASQ1|844	59.8575	CASQ1|844	6.9735
lowly_expressed	lowly_expressed	CASQ2|845	152.0223
CASS4|57091	20.9026	CASS4|57091	52.5337
CAST|831	3800.7126	CAST|831	7356.0995
CASZ1|54897	996.1995	CASZ1|54897	1054.8582
CATSPER1|117144	5.2257	lowly_expressed	lowly_expressed
CATSPER2P1|440278	18.1568	CATSPER2P1|440278	21.4226
lowly_expressed	lowly_expressed	CATSPER2|117155	28.3589
CATSPER3|347732	7.1971	lowly_expressed	lowly_expressed
CATSPERB|79820	55.1069	CATSPERB|79820	31.1483
CATSPERG|57828	7.601	CATSPERG|57828	16.7364
CAT|847	1432.7791	CAT|847	4934.4491
CAV1|857	1207.1259	CAV1|857	13037.192
CAV2|858	450.8314	CAV2|858	3940.9577
CBARA1|10367	1181.4727	CBARA1|10367	944.212
CBFA2T2|9139	647.0309	CBFA2T2|9139	768.9447
CBFA2T3|863	718.7648	CBFA2T3|863	219.8977
CBFB|865	1634.6793	CBFB|865	1018.1311
CBLB|868	612.8266	CBLB|868	618.7819999999999
CBLC|23624	86.4608	CBLC|23624	160.8554
CBLL1|79872	674.5843	CBLL1|79872	647.1409
CBLN1|869	22.3278	CBLN1|869	9.298
CBLN2|147381	4531.1164	CBLN2|147381	69.735
CBLN3|643866	25.1781	CBLN3|643866	69.2701
CBLN4|140689	9.9762	CBLN4|140689	76.7085
CBL|867	778.6223	CBL|867	1225.0116
CBR1|873	623.8955	CBR1|873	629.3398
CBR3|874	90.7363	CBR3|874	125.0581
CBR4|84869	857.4822	CBR4|84869	438.8656
CBS|875	476.0095	CBS|875	93.4449
CBWD1|55871	444.1805	CBWD1|55871	669.4561
CBWD2|150472	666.5083	CBWD2|150472	509.9954
CBWD3|445571	2119.715	CBWD3|445571	78.6564
lowly_expressed	lowly_expressed	CBWD5|220869	5.9554
CBWD6|644019	179.0974	CBWD6|644019	148.3031
CBX1|10951	2062.2328	CBX1|10951	1356.1134
CBX2|84733	859.8575	CBX2|84733	63.2264
CBX3|11335	11446.0808	CBX3|11335	2461.1808
CBX4|8535	541.0926	CBX4|8535	337.9823
CBX5|23468	3780.5226	CBX5|23468	2759.6467
CBX6|23466	260.8076	CBX6|23466	682.0084
CBX7|23492	180.5226	CBX7|23492	2174.8024
CBX8|57332	134.9169	CBX8|57332	61.3668
CBY1|25776	947.6532	CBY1|25776	521.7201
CC2D1A|54862	933.4917	CC2D1A|54862	1235.2394
CC2D1B|200014	915.9145	CC2D1B|200014	768.4798
CC2D2A|57545	126.3658	CC2D2A|57545	556.9503
CCAR1|55749	2705.4632	CCAR1|55749	1397.9544
CCBE1|147372	8.076	CCBE1|147372	53.4635
CCBL1|883	54.1568	CCBL1|883	92.98
CCBL2|56267	446.8124	CCBL2|56267	636.6853
CCBP2|1238	31.829	CCBP2|1238	103.2078
CCDC101|112869	347.7435	CCDC101|112869	251.5109
CCDC102A|92922	87.4109	CCDC102A|92922	176.662
CCDC102B|79839	106.4133	CCDC102B|79839	102.7429
CCDC103|388389	60.8076	CCDC103|388389	96.6992
CCDC104|112942	747.7435	CCDC104|112942	814.5049
CCDC106|29903	119.715	CCDC106|29903	170.1534
CCDC107|203260	257.3729	CCDC107|203260	600.5486
CCDC109A|90550	867.9335	CCDC109A|90550	367.27099999999996
CCDC109B|55013	218.0523	CCDC109B|55013	150.1627
CCDC110|256309	29.9287	CCDC110|256309	46.9549
CCDC111|201973	171.5154	CCDC111|201973	251.0228
CCDC112|153733	371.9715	CCDC112|153733	174.3375
CCDC113|29070	494.0618	CCDC113|29070	268.2473
CCDC114|93233	7.1259	CCDC114|93233	9.7629
CCDC115|84317	729.2162	CCDC115|84317	909.8094
lowly_expressed	lowly_expressed	CCDC116|164592	5.1139
CCDC117|150275	1628.9786	CCDC117|150275	615.0628
CCDC11|220136	47.981	CCDC11|220136	13.4821
CCDC120|90060	471.73400000000004	CCDC120|90060	431.4272
CCDC121|79635	101.1876	CCDC121|79635	116.6899
CCDC122|160857	48.4561	CCDC122|160857	90.6555
CCDC123|84902	532.0665	CCDC123|84902	446.30400000000003
CCDC124|115098	862.7078	CCDC124|115098	659.6932
CCDC125|202243	485.0356	CCDC125|202243	233.8447
CCDC126|90693	251.7815	CCDC126|90693	238.0288
CCDC127|133957	452.7316	CCDC127|133957	301.7201
lowly_expressed	lowly_expressed	CCDC129|223075	42.7708
CCDC12|151903	371.0214	CCDC12|151903	413.76099999999997
CCDC130|81576	306.4133	CCDC130|81576	424.4537
CCDC132|55610	318.7648	CCDC132|55610	543.4682
CCDC134|79879	83.6105	CCDC134|79879	43.2357
CCDC136|64753	7.1259	CCDC136|64753	60.437
CCDC137|339230	649.4062	CCDC137|339230	276.6155
CCDC138|165055	123.9905	CCDC138|165055	50.2092
CCDC13|152206	9.5012	CCDC13|152206	13.0172
CCDC141|285025	6.6508	CCDC141|285025	19.9907
CCDC142|84865	103.5534	CCDC142|84865	154.649
lowly_expressed	lowly_expressed	CCDC144A|9720	35.5881
CCDC144B|284047	9.0261	CCDC144B|284047	53.4635
CCDC146|57639	77.9097	CCDC146|57639	152.0223
CCDC147|159686	6.6508	CCDC147|159686	22.7801
CCDC148|130940	5.7007	CCDC148|130940	18.1311
CCDC149|91050	590.9739	CCDC149|91050	572.2919999999999
CCDC14|64770	743.943	CCDC14|64770	1031.6132
CCDC150|284992	28.5036	CCDC150|284992	8.8331
CCDC151|115948	5.7007	lowly_expressed	lowly_expressed
CCDC152|100129792	30.4988	CCDC152|100129792	149.4607
CCDC153|283152	7.1259	CCDC153|283152	9.7629
lowly_expressed	lowly_expressed	CCDC154|645811	7.4384
CCDC157|550631	83.65799999999999	CCDC157|550631	31.153000000000002
lowly_expressed	lowly_expressed	CCDC158|339965	45.5602
CCDC159|126075	163.8955	CCDC159|126075	144.5839
CCDC15|80071	217.1021	CCDC15|80071	86.0065
CCDC160|347475	115.4394	CCDC160|347475	18.1311
lowly_expressed	lowly_expressed	CCDC163P|126661	7.9033
lowly_expressed	lowly_expressed	CCDC17|149483	11.1576
CCDC18|343099	78.8599	CCDC18|343099	56.2529
CCDC19|25790	443.2304	CCDC19|25790	24.6397
CCDC21|64793	463.1829	CCDC21|64793	260.8089
CCDC22|28952	673.5012	CCDC22|28952	453.8215
CCDC23|374969	178.1473	CCDC23|374969	255.695
CCDC24|149473	135.0594	CCDC24|149473	127.6476
CCDC25|55246	485.0356	CCDC25|55246	909.3445
CCDC28A|25901	250.8314	CCDC28A|25901	385.86699999999996
CCDC28B|79140	56.5321	CCDC28B|79140	42.3059
CCDC30|728621	72.209	CCDC30|728621	82.7522
CCDC34|91057	493.1116	CCDC34|91057	244.0725
CCDC36|339834	17.1021	CCDC36|339834	45.5602
CCDC39|339829	16.152	CCDC39|339829	26.0065
CCDC3|83643	156.7696	CCDC3|83643	3313.3426
CCDC40|55036	144.8931	CCDC40|55036	105.9972
CCDC41|51134	240.8551	CCDC41|51134	201.7666
CCDC42B|387885	5.5819	lowly_expressed	lowly_expressed
CCDC43|124808	435.6295	CCDC43|124808	379.3584
CCDC45|90799	409.9762	CCDC45|90799	793.5844
CCDC46|201134	177.6722	CCDC46|201134	352.3942
CCDC47|57003	2674.1093	CCDC47|57003	2969.7815
CCDC48|79825	34.2043	CCDC48|79825	52.0688
CCDC50|152137	1237.5297	CCDC50|152137	2638.7727
CCDC51|79714	279.3349	CCDC51|79714	186.8898
CCDC52|152185	540.1425	CCDC52|152185	425.8484
CCDC53|51019	311.639	CCDC53|51019	363.5518
CCDC55|84081	1523.9905	CCDC55|84081	1025.5695
CCDC56|28958	514.0143	CCDC56|28958	546.8898
CCDC57|284001	258.4323	CCDC57|284001	511.855
CCDC58|131076	174.8219	CCDC58|131076	122.7336
CCDC59|29080	470.7838	CCDC59|29080	466.7596
CCDC61|729440	106.4133	CCDC61|729440	139.47
CCDC64B|146439	634.6793	CCDC64B|146439	602.5105
CCDC64|92558	349.6437	CCDC64|92558	53.4635
lowly_expressed	lowly_expressed	CCDC65|85478	10.6927
CCDC66|285331	220.2328	CCDC66|285331	376.6574
CCDC68|80323	15.2019	CCDC68|80323	81.3575
CCDC69|26112	130.1663	CCDC69|26112	3097.6290000000004
CCDC6|8030	6190.9739	CCDC6|8030	2887.4942
CCDC71|64925	481.7102	CCDC71|64925	459.7861
CCDC72|51372	928.7411	CCDC72|51372	639.7025
CCDC73|493860	22.3753	CCDC73|493860	48.9307
