gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
EPN1|29924	1410.9772	EPN1|29924	2498.9659
EPN2|22905	846.7202	EPN2|22905	989.6587
EPN3|55040	513.7216	lowly_expressed	lowly_expressed
EPOR|2057	79.913	EPOR|2057	32.0476
EPPK1|83481	162.3159	EPPK1|83481	17.5801
EPR1|8475	35.1807	EPR1|8475	10.0
EPRS|2058	3211.8474	EPRS|2058	4832.9886
EPS15L1|58513	701.8072	EPS15L1|58513	1386.2461
EPS15|2060	1555.2209	EPS15|2060	3553.7746
EPS8L1|54869	372.8246	EPS8L1|54869	7.7559
EPS8L2|64787	736.6131	EPS8L2|64787	16.546
EPS8|2059	1444.7791	EPS8|2059	785.4188
EPSTI1|94240	318.6078	EPSTI1|94240	41.365
EPT1|85465	1066.2584	EPT1|85465	537.2079
EPYC|1833	372.1553	lowly_expressed	lowly_expressed
ERAL1|26284	1074.2972	ERAL1|26284	1593.0714
ERAP1|51752	1634.8025	ERAP1|51752	1836.0341
ERAP2|64167	1372.49	ERAP2|64167	553.7746
ERBB2IP|55914	2826.9746	ERBB2IP|55914	2748.1903
ERBB2|2064	599.3976	ERBB2|2064	1615.8221
ERBB3|2065	6151.6064	ERBB3|2065	68.7694
ERBB4|2066	3065.261	ERBB4|2066	471.5615
ERC1|23085	1721.2182	ERC1|23085	1494.3123
ERCC1|2067	790.0703	ERCC1|2067	943.7642
ERCC2|2068	253.5074	ERCC2|2068	392.4509
ERCC3|2071	1018.4069999999999	ERCC3|2071	1172.182
ERCC4|2072	538.822	ERCC4|2072	517.0631
ERCC5|2073	1101.4056	ERCC5|2073	1103.3299
ERCC6L|54821	7.6975	ERCC6L|54821	5.6877
ERCC6|2074	181.4625	ERCC6|2074	336.4788
ERCC8|1161	141.2316	ERCC8|1161	140.1241
lowly_expressed	lowly_expressed	EREG|2069	5.6877
ERF|2077	955.1539	ERF|2077	307.6525
ERGIC1|57222	7672.0214	ERGIC1|57222	4363.4953
ERGIC2|51290	897.925	ERGIC2|51290	742.5026
ERGIC3|51614	3839.6921	ERGIC3|51614	1518.6143
ERG|2078	434.73900000000003	ERG|2078	609.6174
ERH|2079	1771.4189999999999	ERH|2079	914.6846
ERI1|90459	241.9679	ERI1|90459	120.9928
ERI2|112479	511.7001	ERI2|112479	271.4685
ERI3|79033	580.656	ERI3|79033	1370.7342
ERICH1|157697	175.3681	ERICH1|157697	92.0372
ERLEC1|27248	2238.9558	ERLEC1|27248	1129.7828
ERLIN1|10613	1179.3842	ERLIN1|10613	413.6505
ERLIN2|11160	1748.2865	ERLIN2|11160	1298.03
ERMAP|114625	354.083	ERMAP|114625	139.09
ERMN|57471	19.410999999999998	lowly_expressed	lowly_expressed
ERMP1|79956	5041.8608	ERMP1|79956	818.6918
ERN1|2081	1312.249	ERN1|2081	126.1634
ERO1LB|56605	635.5422	ERO1LB|56605	92.5543
ERO1L|30001	875.8367	ERO1L|30001	304.0331
ERP27|121506	120.4819	ERP27|121506	7.2389
ERP29|10961	1520.0803	ERP29|10961	727.5078
ERP44|23071	1642.2356	ERP44|23071	764.7363
ERRFI1|54206	1686.747	ERRFI1|54206	996.8976
ESAM|90952	933.0656	ESAM|90952	1209.4105
ESCO1|114799	758.3668	ESCO1|114799	555.3257
ESCO2|157570	14.7256	ESCO2|157570	7.7559
ESD|2098	1390.5622	ESD|2098	2638.5729
ESF1|51575	465.5288	ESF1|51575	572.9059
ESM1|11082	265.7296	ESM1|11082	40.848
ESPL1|9700	22.0884	ESPL1|9700	7.7559
ESPN|83715	657.9652	lowly_expressed	lowly_expressed
ESR1|2099	7420.3481	ESR1|2099	600.8273
lowly_expressed	lowly_expressed	ESR2|2100	10.8583
ESRP1|54845	8942.7711	lowly_expressed	lowly_expressed
ESRP2|80004	1112.1151	ESRP2|80004	166.4943
ESRRA|2101	573.6278	ESRRA|2101	2498.9659
ESRRB|2103	15.3949	ESRRB|2103	178.3868
ESRRG|2104	30.1205	ESRRG|2104	424.5088
ESYT1|23344	3183.4003	ESYT1|23344	2334.0228
ESYT2|57488	3697.7912	ESYT2|57488	3719.2347
ESYT3|83850	6.6934	ESYT3|83850	12.9266
ETAA1|54465	408.9692	ETAA1|54465	234.2296
ETF1|2107	4177.3762	ETF1|2107	3493.7952
ETFA|2108	898.2597	ETFA|2108	6426.576999999999
ETFB|2109	720.8835	ETFB|2109	2592.0372
ETFDH|2110	290.1606	ETFDH|2110	4320.5688
ETHE1|23474	320.6158	ETHE1|23474	311.789
ETNK1|55500	1155.6225	ETNK1|55500	365.5636
ETNK2|55224	608.0991	ETNK2|55224	17.0631
ETS1|2113	3383.1995	ETS1|2113	3142.1923
ETS2|2114	1492.6372	ETS2|2114	4294.2089
ETV1|2115	326.6399	ETV1|2115	94.6225
ETV3L|440695	7.6975	ETV3L|440695	6.7218
ETV3|2117	484.9398	ETV3|2117	262.151
ETV4|2118	125.1673	ETV4|2118	11.8925
ETV5|2119	733.2664	ETV5|2119	290.5895
ETV6|2120	2546.5194	ETV6|2120	231.6443
ETV7|51513	36.8139	lowly_expressed	lowly_expressed
EVC2|132884	86.3454	EVC2|132884	51.1892
EVC|2121	904.5649	EVC|2121	199.7518
EVI2A|2123	423.6948	EVI2A|2123	40.848
EVI2B|2124	577.6439	EVI2B|2124	89.4519
EVI5L|115704	513.7216	EVI5L|115704	660.8066
EVI5|7813	490.9639	EVI5|7813	272.4922
EVL|51466	3821.2851	EVL|51466	513.9607
EVPL|2125	237.9518	lowly_expressed	lowly_expressed
EWSR1|2130	2803.2129	EWSR1|2130	2394.0021
EXD2|55218	856.091	EXD2|55218	607.0321
EXD3|54932	244.9799	EXD3|54932	98.759
EXO1|9156	7.0281	EXO1|9156	5.6877
EXOC1|55763	524.0964	EXOC1|55763	683.5574
EXOC2|55770	934.4043	EXOC2|55770	721.303
EXOC3L2|90332	142.2356	EXOC3L2|90332	22.7508
EXOC3L|283849	88.0187	EXOC3L|283849	55.6774
EXOC3|11336	994.6452	EXOC3|11336	2513.4436
EXOC4|60412	1764.3909	EXOC4|60412	3693.3816
EXOC5|10640	1506.6934	EXOC5|10640	1631.3339999999998
EXOC6B|23233	170.6827	EXOC6B|23233	337.6422
EXOC6|54536	611.1111	EXOC6|54536	1678.3868
EXOC7|23265	2220.1639999999998	EXOC7|23265	2064.5553
EXOC8|149371	666.6667	EXOC8|149371	688.7280000000001
EXOG|9941	68.9424	EXOG|9941	110.6515
EXOSC10|5394	886.2115	EXOSC10|5394	883.1437
EXOSC1|51013	309.9063	EXOSC1|51013	264.7363
EXOSC2|23404	401.9411	EXOSC2|23404	468.9762
EXOSC3|51010	203.4806	EXOSC3|51010	81.696
EXOSC4|54512	206.4926	EXOSC4|54512	113.2368
EXOSC5|56915	264.7256	EXOSC5|56915	419.8552
EXOSC6|118460	239.6252	EXOSC6|118460	307.1355
EXOSC7|23016	362.4498	EXOSC7|23016	663.909
EXOSC8|11340	205.512	EXOSC8|11340	343.69699999999995
EXOSC9|5393	317.6406	EXOSC9|5393	491.0238
EXPH5|23086	429.3842	EXPH5|23086	26.8873
EXT1|2131	651.9411	EXT1|2131	495.8635
EXT2|2132	5831.66	EXT2|2132	977.7663
EXTL1|2134	20.0803	EXTL1|2134	1044.9845
EXTL2|2135	269.7456	EXTL2|2135	323.1644
EXTL3|2137	1108.0991	EXTL3|2137	1502.5853
lowly_expressed	lowly_expressed	EYA1|2138	249.2244
EYA2|2139	664.9933	EYA2|2139	11.8925
EYA3|2140	132.1954	EYA3|2140	156.1531
EYA4|2070	18.407	EYA4|2070	1628.7487
EYS|346007	12.3829	EYS|346007	11.3754
EZH1|2145	940.4284	EZH1|2145	1676.3185
EZH2|2146	111.1111	EZH2|2146	59.9793
EZR|7430	11037.1486	EZR|7430	885.7291
F10|2159	31.1245	F10|2159	436.9183
F11R|50848	3343.3735	F11R|50848	566.7011
F12|2161	16.3989	lowly_expressed	lowly_expressed
F13A1|2162	1817.9384	F13A1|2162	1053.2575
F2RL1|2150	62.248999999999995	F2RL1|2150	7.7559
F2RL2|2151	626.8407	lowly_expressed	lowly_expressed
F2RL3|9002	118.1392	F2RL3|9002	7.7559
F2R|2149	1730.9237	F2R|2149	635.9876
F3|2152	378.8487	F3|2152	200.1034
F5|2153	2737.9518	F5|2153	12.4095
F7|2155	161.6466	lowly_expressed	lowly_expressed
F8A1|8263	115.4618	F8A1|8263	153.5677
F8|2157	388.2363	F8|2157	1692.8645
FA2H|79152	13.3869	lowly_expressed	lowly_expressed
FAAH2|158584	517.4029	lowly_expressed	lowly_expressed
FAAH|2166	317.2691	FAAH|2166	294.2089
FABP3|2170	75.9705	FABP3|2170	24269.3899
FABP4|2167	15.3949	FABP4|2167	2092.0372
FABP5|2171	24.4311	FABP5|2171	178.3868
lowly_expressed	lowly_expressed	FABP7|2173	48.0869
FADD|8772	718.2062	FADD|8772	235.7808
FADS1|3992	792.1118	FADS1|3992	195.9669
FADS2|9415	1637.6071	FADS2|9415	628.2316
FADS3|3995	161.3119	FADS3|3995	277.1458
FAF1|11124	665.6627	FAF1|11124	2405.3775
FAF2|23197	2946.4525	FAF2|23197	808.1696
FAHD1|81889	903.6145	FAHD1|81889	989.6587
FAHD2A|51011	298.1928	FAHD2A|51011	578.5936
FAHD2B|151313	592.7041	FAHD2B|151313	570.8376
FAH|2184	803.8822	FAH|2184	649.9483
FAIM2|23017	316.2651	FAIM2|23017	185.1086
FAIM3|9214	1055.7865	FAIM3|9214	70.6463
FAIM|55179	250.6693	FAIM|55179	80.6618
FAM100A|124402	407.2959	FAM100A|124402	382.1096
FAM100B|283991	558.9023	FAM100B|283991	762.1510000000001
FAM101A|144347	53.2129	FAM101A|144347	128.2316
FAM101B|359845	460.8434	FAM101B|359845	608.5832
FAM102A|399665	6071.2851	FAM102A|399665	219.2347
FAM102B|284611	2750.3347	FAM102B|284611	334.0228
FAM103A1|83640	323.9625	FAM103A1|83640	371.7632
FAM104A|84923	552.1051	FAM104A|84923	581.5357
FAM104B|90736	145.2477	FAM104B|90736	211.9959
FAM105A|54491	640.5622	FAM105A|54491	45.5016
FAM105B|90268	479.585	FAM105B|90268	415.7187
FAM107A|11170	68.9424	FAM107A|11170	744.5708
FAM107B|83641	2055.2209	FAM107B|83641	303.51599999999996
FAM108A1|81926	365.1272	FAM108A1|81926	560.4964
FAM108B1|51104	530.1205	FAM108B1|51104	598.242
FAM108C1|58489	570.6158	FAM108C1|58489	35.1603
FAM109A|144717	188.0857	FAM109A|144717	158.7384
FAM109B|150368	359.7724	FAM109B|150368	109.6174
FAM10A4|145165	199.4645	FAM10A4|145165	563.0817
FAM110A|83541	642.905	FAM110A|83541	89.969
FAM110B|90362	340.3614	FAM110B|90362	610.1344
FAM110C|642273	25.1004	lowly_expressed	lowly_expressed
FAM111A|63901	1278.7818	FAM111A|63901	172.18200000000002
FAM111B|374393	45.5154	FAM111B|374393	10.8583
FAM113A|64773	620.4819	FAM113A|64773	94.1055
FAM113B|91523	902.6104	FAM113B|91523	22.2337
FAM114A1|92689	1055.5556	FAM114A1|92689	923.4747
FAM114A2|10827	583.668	FAM114A2|10827	754.395
FAM115A|9747	741.9679	FAM115A|9747	492.2441
FAM115C|285966	780.0703	FAM115C|285966	35.8273
FAM116A|201627	753.6814	FAM116A|201627	515.5119
FAM116B|414918	116.8005	FAM116B|414918	16.029
FAM117A|81558	249.6653	FAM117A|81558	186.1427
FAM117B|150864	286.8139	FAM117B|150864	138.5729
FAM118A|55007	229.585	FAM118A|55007	286.4529
FAM118B|79607	312.9183	FAM118B|79607	603.4126
FAM119A|151194	87.0147	FAM119A|151194	173.7332
FAM119B|25895	516.3989	FAM119B|25895	55.8428
FAM120AOS|158293	1767.2959	FAM120AOS|158293	743.1696
FAM120A|23196	6175.4752	FAM120A|23196	5831.8046
FAM120B|84498	633.1995	FAM120B|84498	730.6101
FAM120C|54954	434.73900000000003	FAM120C|54954	238.8831
FAM122A|116224	624.8327	FAM122A|116224	805.5843
FAM122B|159090	762.3829	FAM122B|159090	163.3919
FAM122C|159091	16.0643	FAM122C|159091	24.302
FAM123B|139285	220.2142	FAM123B|139285	476.7322
FAM124A|220108	15.0602	FAM124A|220108	25.3361
FAM124B|79843	43.5074	FAM124B|79843	72.3888
FAM125A|93343	281.1245	FAM125A|93343	217.6836
FAM125B|89853	567.6037	FAM125B|89853	1045.5016
FAM126A|84668	373.1593	FAM126A|84668	1511.3754
FAM126B|285172	506.3588	FAM126B|285172	430.1965
FAM127A|8933	1526.5194	FAM127A|8933	2869.4778
FAM127B|26071	718.2062	FAM127B|26071	337.1251
FAM127C|441518	542.5033	FAM127C|441518	261.6339
FAM128A|653784	294.1767	FAM128A|653784	170.6308
FAM128B|80097	508.3668	FAM128B|80097	626.1634
FAM129A|116496	1966.1981	FAM129A|116496	8560.4964
FAM129B|64855	4706.4926	FAM129B|64855	753.878
FAM131A|131408	383.1995	FAM131A|131408	298.8625
FAM131B|9715	2945.1138	FAM131B|9715	69.8035
FAM133A|286499	11.0442	lowly_expressed	lowly_expressed
FAM133B|257415	155.6225	FAM133B|257415	69.2865
FAM134A|79137	3113.1191	FAM134A|79137	797.8283
FAM134B|54463	580.9906	FAM134B|54463	5715.0982
FAM134C|162427	2313.5877	FAM134C|162427	1263.1851
FAM135A|57579	191.7671	FAM135A|57579	387.7973
FAM135B|51059	316.2651	FAM135B|51059	18.6143
FAM136A|84908	457.162	FAM136A|84908	730.0931
FAM13AOS|285512	26.5997	FAM13AOS|285512	21.7942
FAM13A|10144	668.5141	FAM13A|10144	894.4416
FAM13B|51306	1033.8019	FAM13B|51306	372.7663
FAM13C|220965	111.8106	FAM13C|220965	728.9607
FAM149A|25854	44.1767	FAM149A|25854	109.6174
FAM149B1|317662	335.3414	FAM149B1|317662	691.3133
FAM151B|167555	91.0308	FAM151B|167555	8.7901
FAM154B|283726	51.2048	FAM154B|283726	8.273
FAM155A|728215	43.842	FAM155A|728215	7.7559
FAM155B|27112	37.8179	FAM155B|27112	7.2389
FAM156A|29057	414.6586	FAM156A|29057	157.1872
FAM158A|51016	149.5984	FAM158A|51016	386.7632
FAM159A|348378	13.0522	FAM159A|348378	5.6877
FAM160A1|729830	78.6479	FAM160A1|729830	1181.4891
FAM160A2|84067	488.2865	FAM160A2|84067	481.3857
FAM160B1|57700	1221.8876	lowly_expressed	lowly_expressed
FAM160B2|64760	1348.3936	FAM160B2|64760	954.4984
FAM161A|84140	36.8139	FAM161A|84140	85.3154
FAM161B|145483	244.6754	FAM161B|145483	237.84900000000002
FAM162A|26355	1176.3722	FAM162A|26355	1619.4416
FAM162B|221303	20.415	FAM162B|221303	70.3206
FAM164A|51101	642.2356	FAM164A|51101	111.1686
FAM164C|79696	96.0509	FAM164C|79696	77.5595
FAM165B|54065	277.7778	FAM165B|54065	480.3516
lowly_expressed	lowly_expressed	FAM166B|730112	2365.0465
FAM167A|83648	747.3226	lowly_expressed	lowly_expressed
FAM167B|84734	69.6118	FAM167B|84734	21.7166
FAM168A|23201	426.7068	FAM168A|23201	397.6215
FAM168B|130074	2707.1620000000003	FAM168B|130074	3305.0672
FAM169A|26049	902.2758	FAM169A|26049	41.365
FAM171A1|221061	263.0522	FAM171A1|221061	279.7311
FAM171A2|284069	22.7577	lowly_expressed	lowly_expressed
FAM171B|165215	1340.3614	FAM171B|165215	172.18200000000002
FAM172A|83989	640.8969	FAM172A|83989	271.4581
FAM173A|65990	148.2597	FAM173A|65990	102.8956
FAM173B|134145	279.7858	FAM173B|134145	142.1923
FAM174A|345757	465.1941	FAM174A|345757	525.8532
FAM174B|400451	4858.0991	FAM174B|400451	252.8438
FAM175A|84142	146.4726	FAM175A|84142	578.1696
FAM175B|23172	649.5984	FAM175B|23172	917.2699
FAM176A|84141	163.6546	FAM176A|84141	35.6774
FAM176B|55194	130.6961	FAM176B|55194	49.6381
FAM177A1|283635	1150.9371	FAM177A1|283635	655.1189
FAM177B|400823	5.0201	lowly_expressed	lowly_expressed
FAM178A|55719	1166.6667	FAM178A|55719	1929.1624
FAM178B|51252	34.4712	lowly_expressed	lowly_expressed
FAM179A|165186	6.0241	FAM179A|165186	45.5016
FAM179B|23116	782.4632	FAM179B|23116	967.425
FAM180A|389558	92.7041	FAM180A|389558	31.0238
lowly_expressed	lowly_expressed	FAM180B|399888	258.0145
lowly_expressed	lowly_expressed	FAM181A|90050	8.7901
FAM182B|728882	58.9023	FAM182B|728882	18.0972
FAM184A|79632	42.1687	FAM184A|79632	19.1313
lowly_expressed	lowly_expressed	FAM184B|27146	91.06
FAM185A|222234	158.9692	FAM185A|222234	247.6732
FAM186B|84070	6.0241	FAM186B|84070	22.2337
FAM188A|80013	173.6948	FAM188A|80013	303.51599999999996
FAM188B|84182	208.8119	FAM188B|84182	90.9049
FAM189A1|23359	43.1727	lowly_expressed	lowly_expressed
FAM189A2|9413	209.8394	FAM189A2|9413	1952.4302
FAM189B|10712	672.0214	FAM189B|10712	749.2244
FAM18A|780776	12.8614	FAM18A|780776	5.1706
FAM18B2|201158	182.8179	FAM18B2|201158	119.7518
FAM18B|51030	891.9009	FAM18B|51030	398.6556
FAM190A|401145	50.5355	FAM190A|401145	7.7559
FAM190B|54462	1570.2811	FAM190B|54462	6029.9897
FAM192A|80011	1127.8447	FAM192A|80011	1519.1313
FAM193A|8603	585.6759999999999	FAM193A|8603	672.182
FAM193B|54540	570.2811	FAM193B|54540	308.1696
FAM195A|84331	436.0776	FAM195A|84331	894.0021
FAM195B|348262	769.7456	FAM195B|348262	562.5646
FAM196A|642938	16.3989	lowly_expressed	lowly_expressed
FAM196B|100131897	7.3628	lowly_expressed	lowly_expressed
FAM198A|729085	189.75900000000001	FAM198A|729085	76.5253
FAM198B|51313	3578.9826	FAM198B|51313	2099.7932
FAM199X|139231	1086.3454	FAM199X|139231	479.8345
FAM19A2|338811	16.7336	FAM19A2|338811	5.6877
FAM19A3|284467	6.6934	lowly_expressed	lowly_expressed
FAM19A5|25817	51.8742	lowly_expressed	lowly_expressed
FAM200A|221786	241.9679	FAM200A|221786	219.7518
FAM200B|285550	229.2503	FAM200B|285550	281.7994
FAM20A|54757	156.9612	FAM20A|54757	86.8666
FAM20B|9917	1727.2423	FAM20B|9917	2074.4571
FAM20C|56975	2403.2798	FAM20C|56975	738.3661
FAM21A|387680	264.0562	FAM21A|387680	456.5667
FAM21B|55747	312.9183	FAM21B|55747	611.6856
FAM21C|253725	920.3481	FAM21C|253725	1137.5388
FAM22A|728118	24.7657	FAM22A|728118	12.4095
FAM22D|728130	36.4793	FAM22D|728130	42.3164
FAM22F|54754	5.6894	lowly_expressed	lowly_expressed
FAM24B|196792	16.9244	lowly_expressed	lowly_expressed
FAM26E|254228	275.7697	FAM26E|254228	229.0589
FAM26F|441168	98.3936	FAM26F|441168	13.4436
FAM32A|26017	1550.8701	FAM32A|26017	801.4478
FAM35A|54537	914.6586	FAM35A|54537	420.3723
FAM35B2|439965	77.3092	FAM35B2|439965	41.8821
FAM35B|414241	287.1486	FAM35B|414241	133.9193
FAM36A|116228	1152.9217	FAM36A|116228	1087.4871
FAM38A|9780	2629.324	FAM38A|9780	367.5336
FAM38B|63895	831.66	FAM38B|63895	49.6381
FAM3A|60343	573.2932	FAM3A|60343	565.1499
FAM3B|54097	20.415	lowly_expressed	lowly_expressed
FAM3C|10447	1030.7898	FAM3C|10447	683.5574
FAM40A|85369	600.4016	FAM40A|85369	561.0134
FAM40B|57464	21.419	FAM40B|57464	2224.4054
FAM41C|284593	14.7256	lowly_expressed	lowly_expressed
FAM43A|131583	122.49	FAM43A|131583	339.1934
FAM43B|163933	45.1807	FAM43B|163933	80.6618
FAM45A|404636	827.6439	FAM45A|404636	374.3537
FAM45B|55855	379.5181	FAM45B|55855	207.3423
FAM46A|55603	1902.2758	FAM46A|55603	310.2378
FAM46B|115572	378.1794	FAM46B|115572	32.575
FAM46C|54855	1081.3253	FAM46C|54855	2311.272
FAM47E|100129583	102.1553	FAM47E|100129583	108.9762
FAM48A|55578	711.1546	FAM48A|55578	618.0403
FAM49A|81553	81.3253	FAM49A|81553	180.455
FAM49B|51571	1099.7323	FAM49B|51571	764.7363
FAM50A|9130	1078.9826	FAM50A|9130	938.9866
FAM50B|26240	112.1151	FAM50B|26240	678.3868
FAM53A|152877	18.407	FAM53A|152877	15.5119
FAM53B|9679	548.9826	FAM53B|9679	1650.9204
FAM53C|51307	1669.344	FAM53C|51307	3613.2368
FAM54A|113115	6.6934	lowly_expressed	lowly_expressed
FAM54B|56181	821.4123	FAM54B|56181	5295.7756
FAM55C|91775	401.9411	FAM55C|91775	3842.9783
FAM57A|79850	229.585	FAM57A|79850	84.7983
FAM57B|83723	36.4793	FAM57B|83723	9.8242
FAM58A|92002	312.249	FAM58A|92002	301.9648
FAM59A|64762	332.664	FAM59A|64762	259.5657
FAM5B|57795	5.6894	lowly_expressed	lowly_expressed
FAM60A|58516	982.5971	FAM60A|58516	82.7301
FAM63A|55793	1034.4712	FAM63A|55793	607.0321
FAM63B|54629	847.7242	FAM63B|54629	251.2927
FAM64A|54478	9.3708	FAM64A|54478	5.1706
FAM65A|79567	1659.3039	FAM65A|79567	1569.2865
FAM65B|9750	61.9143	FAM65B|9750	2044.4674
FAM65C|140876	27.7778	FAM65C|140876	25.8532
FAM66C|440078	18.0723	FAM66C|440078	6.2048
lowly_expressed	lowly_expressed	FAM66D|100132923	5.1706
FAM69A|388650	314.257	FAM69A|388650	414.1675
FAM69B|138311	163.4839	FAM69B|138311	165.8221
FAM69C|125704	17.4029	FAM69C|125704	17.0631
FAM70A|55026	105.087	FAM70A|55026	76.0083
FAM70B|348013	104.4177	FAM70B|348013	39.8139
FAM71D|161142	17.0683	lowly_expressed	lowly_expressed
FAM71E1|112703	18.5308	FAM71E1|112703	31.1013
FAM71F1|84691	24.0964	lowly_expressed	lowly_expressed
FAM71F2|346653	34.8059	lowly_expressed	lowly_expressed
FAM72B|653820	26.7738	FAM72B|653820	7.2389
FAM72D|728833	13.3869	FAM72D|728833	5.1706
FAM73A|374986	615.1272	FAM73A|374986	802.9989999999999
FAM73B|84895	452.4766	FAM73B|84895	396.0703
FAM76A|199870	268.0723	FAM76A|199870	691.8304
FAM76B|143684	233.9357	FAM76B|143684	156.1531
FAM78A|286336	216.5328	FAM78A|286336	1546.5357
FAM78B|149297	18.7416	FAM78B|149297	97.2079
FAM7A3|89837	11.3788	FAM7A3|89837	7.2389
FAM81A|145773	81.3253	FAM81A|145773	22.7508
FAM81B|153643	24.4311	lowly_expressed	lowly_expressed
FAM82A1|151393	43.842	FAM82A1|151393	92.0372
FAM82A2|55177	1391.5663	FAM82A2|55177	460.7032
FAM82B|51115	424.6988	FAM82B|51115	1911.0651
lowly_expressed	lowly_expressed	FAM83B|222584	62.5646
FAM83D|81610	14.3909	lowly_expressed	lowly_expressed
FAM83F|113828	187.0817	lowly_expressed	lowly_expressed
FAM83G|644815	170.9705	FAM83G|644815	42.3992
FAM83H|286077	1342.3695	lowly_expressed	lowly_expressed
FAM84A|151354	277.7778	FAM84A|151354	34.1262
FAM84B|157638	2146.9210000000003	FAM84B|157638	114.2709
FAM86A|196483	403.0187	FAM86A|196483	228.9917
FAM86B1|85002	44.5114	FAM86B1|85002	7.2389
FAM86B2|653333	9.0361	lowly_expressed	lowly_expressed
FAM86C|55199	197.1218	FAM86C|55199	29.9897
FAM86D|692099	17.4029	FAM86D|692099	52.7404
FAM89A|375061	72.6238	FAM89A|375061	125.6463
FAM89B|23625	720.2142	FAM89B|23625	2483.4539999999997
FAM8A1|51439	1267.7376	FAM8A1|51439	1379.5243
FAM90A1|55138	22.7577	lowly_expressed	lowly_expressed
FAM91A1|157769	1615.1272	FAM91A1|157769	287.4871
FAM92A1|137392	57.2289	FAM92A1|137392	206.3082
FAM96A|84191	1506.3588	FAM96A|84191	1120.9928
FAM96B|51647	357.095	FAM96B|51647	1402.7921
FAM98A|25940	581.66	FAM98A|25940	1891.4168
FAM98B|283742	296.8541	FAM98B|283742	422.4405
FAM98C|147965	165.9973	FAM98C|147965	42.9162
FANCA|2175	51.1747	FANCA|2175	11.4685
FANCB|2187	9.3708	FANCB|2187	6.7218
FANCC|2176	158.9692	FANCC|2176	129.7828
FANCD2|2177	75.9705	FANCD2|2177	9.8242
FANCE|2178	55.2209	FANCE|2178	322.1303
FANCF|2188	126.8407	FANCF|2188	74.4571
FANCG|2189	160.9772	FANCG|2189	52.7404
FANCI|55215	150.7999	FANCI|55215	26.9235
FANCL|55120	117.2892	FANCL|55120	189.4467
FANCM|57697	89.3574	FANCM|57697	246.6391
FANK1|92565	114.1232	lowly_expressed	lowly_expressed
FAP|2191	1659.3039	FAP|2191	734.2296
FAR1|84188	1584.0027	FAR1|84188	1302.999
FAR2|55711	84.2838	FAR2|55711	67.7042
FARP1|10160	4227.2423	FARP1|10160	1086.3495
FARP2|9855	426.0375	FARP2|9855	286.4529
FARS2|10667	199.7992	FARS2|10667	370.7342
FARSA|2193	1022.0884	FARSA|2193	771.4581
FARSB|10056	831.66	FARSB|10056	1425.5429
FASLG|356	13.3869	lowly_expressed	lowly_expressed
FASN|2194	7252.6774	FASN|2194	401.75800000000004
FASTKD1|79675	305.5556	FASTKD1|79675	708.3764
FASTKD2|22868	725.9036	FASTKD2|22868	2307.1355
FASTKD3|79072	154.2838	FASTKD3|79072	195.4498
FASTKD5|60493	427.8882	FASTKD5|60493	1220.7859
FASTK|10922	1335.0067	FASTK|10922	2943.6401
FAS|355	314.257	FAS|355	127.1975
FAT1|2195	1983.6011	lowly_expressed	lowly_expressed
FAT2|2196	28.1124	FAT2|2196	17.0631
FAT3|120114	32.7979	FAT3|120114	15.5119
FAT4|79633	647.2557	FAT4|79633	882.1096
FATE1|89885	51.8742	lowly_expressed	lowly_expressed
FAU|2197	3321.2851	FAU|2197	5041.365
FBF1|85302	150.7932	FBF1|85302	62.5801
FBLIM1|54751	903.9491	FBLIM1|54751	108.5832
FBLL1|345630	21.419	lowly_expressed	lowly_expressed
FBLN1|2192	10412.6506	FBLN1|2192	3657.7042
FBLN2|2199	3916.3320000000003	FBLN2|2199	7065.6669999999995
FBLN5|10516	1022.423	FBLN5|10516	1268.8728
FBLN7|129804	257.6975	FBLN7|129804	86.8666
FBL|2091	1087.3494	FBL|2091	1083.7642
FBN1|2200	12985.9438	FBN1|2200	12281.2823
FBN2|2201	783.4672	lowly_expressed	lowly_expressed
FBP1|2203	5305.8902	FBP1|2203	16.029
lowly_expressed	lowly_expressed	FBP2|8789	11581.7115
FBRSL1|57666	345.0469	FBRSL1|57666	580.1448
FBRS|64319	1817.6037	FBRS|64319	891.9338
FBXL12|54850	289.4913	FBXL12|54850	293.6918
FBXL13|222235	18.7416	lowly_expressed	lowly_expressed
FBXL14|144699	835.3414	FBXL14|144699	232.6784
FBXL15|79176	110.1071	FBXL15|79176	147.363
FBXL16|146330	1641.5663	lowly_expressed	lowly_expressed
FBXL17|64839	604.4177	FBXL17|64839	3094.6225
FBXL18|80028	613.1191	FBXL18|80028	382.6267
FBXL19|54620	412.3159	FBXL19|54620	59.9793
FBXL20|84961	165.6627	FBXL20|84961	144.7777
FBXL22|283807	111.9779	FBXL22|283807	66.1841
FBXL2|25827	182.3963	FBXL2|25827	13.4436
FBXL3|26224	2739.9598	FBXL3|26224	1736.8149
FBXL4|26235	339.6921	FBXL4|26235	369.18300000000005
FBXL5|26234	2178.7149	FBXL5|26234	5404.8604
FBXL6|26233	257.9451	FBXL6|26233	76.5822
FBXL7|23194	2306.5596	FBXL7|23194	315.4085
FBXL8|55336	53.4505	FBXL8|55336	36.7787
FBXO10|26267	320.6459	FBXO10|26267	717.2027
